Reviewer Name,Reviews
RD,"This is my first WearOS watch. I had a simple one that used to last me three or four weeks without having to charge, so going from that to every two or three days is an adjustment. It was one I was willing to endure in exchange for increased functionality. I wanted to be able to answer the phone with my watch. It will pick up the call and immediately send it to my phone. Now it doesn't even alert me to my calls, and I have only had this phone five weeks. It is not user friendly. There aren't troubleshooting tips in the manual, and nothing online. I'm stuck with an expensive watch that does the same that my $45 watch did.I don't know if the watch is defective or if I'm just not as smart as this smartwatch. The only things I like about it are that it has a good selection of watch faces. I don't like that it lights up every time I move at night when I'm sleeping. I don't like that when the alerts work they work in the middle of the night as well. I do like that there are two faces, so you don't HAVE to turn on the watch face to check the time. I don't like that the watch pokes into my hand. I don't like that there is no way to get tech support or customer service on this watch and the videos on YouTube all show the same thing - so apparently I'm the only one who is dealing with this.The upgrade to a better watch was a gift, but I would have been satisfied with a much less expensive watch that just tracked my steps, sleep, heartrate, oxygen and time and set off alarms and only had to be charged once or twice a month. When this watch dies, I will go back to simple."
Casey,"Among Wear OS watches, this is among the best. The interface is snappy and the battery life will easily go 2+ days with the low-power display for AOD.  The screen is large and vibrant, and though the monochrome lcd is a bit limited in utility its worth the battery and at least it gives color options.App compatibility is also great with play store support, and i don't notice any issues with consistency of updating the time. (unlike my samsung watch)Scheduled essential mode is also a great way to save battery overnight without needing to think about it. The main sticking point of this is that if you use the watch for sleep tracking it will disrupt that. And if you have a screen lock you'll need to unlock it in the morning before you get your notifications or apps run. This is a deal breaker if you rely on a 3rd party watch app for your alarms. Its a neat feature but it doesn't fit my needs.The speaker's also great, and better than any watch i've used before. Probably because there's enough room in this thing for a decent one. If i had any complaint about it it may be the haptics, which are a bit louder than apple and samsung's watches.This really feels like a watch made with as few compromises as possible, and with the promise of Wear OS 3.0 i only expect it to get better. Not every feature is perfect for me, but there's enough features here that it very well may be the best smartwatch for you."
Kikemotions,"I have been using this watch for a few weeks. I am very impressed with this watch. The size is perfect for me. Power will easily last for 3 - 4 days in smart mode. There is another essential mode with basic information if you want to extend the battery life further. You can schedule switching between smart mode and essential mode.The TicExcercise and TicHealth apps are very good. After an exercise, we get a detailed summary.  We can see previous activity information in TicHealth App. TicExercise is easily accessible from the bottom button (which you can customize in settings).Ticwatch has its own watch face store called Timeshow which has a good variety of watch faces. Overall I like this watch. I hope it will get WearOS 3.0."
Kikemotions,"If your looking for a Google OS Wear watch, this is the best for the money. The reason for 4 stars is, any watch with OS Wear has terrible battery life, HUAWEI and amazfit and others offer 14 days and 7 to 8 days with AOD, this watch will give you 2 days with AOD and around 5 days without it, that’s why I don’t like OS Wear, they’re a hog on battery. I have read that ticwatch is introducing a new Pro 4 after the new year that’s feature the new Qualcomm chip that will offer twice the battery life, but they are slow to update and implement so time will tell, if this proves true and they can offer 5 to 6 days with AOD, I’ll consider buying one."
Frogroast,"PROS:Outstanding battery lifeEasy access to over 90 exercise appsBright dual display with optional tilt to wake and always onUp to date technology including gps is fastFairly rapid chargingEasy wear os setupAccess to current appsExcellent rugged looksConsStill wishing for wireless chargingSamsung and Google still have lock on wear OS 3 but it will be updated soonSo many features it takes time to learnAs a user of a Samsung Galaxy watch (new version) I decided to try the TicWatch Pro Ultra GPS (“TW”). There are things I like about this watch that are simply not available on the Galaxy watch. Notably the dual display fits my needs better than the Galaxy. The TW has a battery large enough to grant three days of run with full use and longer if put into essential mode. The watch is rugged, complying with military specs that ensure shock and temperature resistance to extreme environments. It is also water resistant to 1.5 meters (about 5 ft). It is made with gorilla glass that is also protected by a non rotating watch bezel. After a two months of use the watch does not have the slightest mark on it.Operating the watch takes a little time to learn but is not difficult. Operation is fast using the 4100 processor with no noticeable difference when compared to the Galaxy. TW provides about 90 different forms of exercise tracking built in. One can also utilize the Google exercise apps. The GPS worked reasonably well when tracking exercise. TW exercise apps can be accessed pushing the lower of the two functional buttons. The top button illuminates the second display and pushing a second time accesses installed apps. There is ample memory for app storage. The LCD style display is always and is backlit to the color of your choice with a tilt of the wrist. If the need arises the LCD can be turned off and the watch reverts to a standard single display watch. It will soon be upgraded to wear os 3.The TW also has the ability to take and make phone calls. It sports a heart rate monitor SPO2 measurement, AFIB detection, and physical/mental fatigue detection.This is simply the best watch available currently. It is my new go to watch."
superbrain,"I've enjoyed watching the progression of smart watches from Mobvoi over the years and own several of their pieces. The 4G LTE was my daily go-to watch and with the Pro 3 Ultra GPS using a similar LCD panel over the smartwatch panel I'm already seeing fantastic battery life. As with all of these feature watches, the more features you use the less battery life you'll see. With the active heart monitoring enabled, and most other features, I've used about 30% battery in the 24 hours I've been using the watch. With my 4G LTE model I kept most functions turned off and saw, on average, two weeks of battery life, and I hope for the same with this model. The upgraded storage and processor make the watch really great to use.From a user experience perspective, having many functions attached to the top right button is less ideal (for example, pressing it, holding it for 3, 5 or 10 seconds, all do different things). The microphone and speaker on the watch perform alright, but the speaker is not high quality and you'll want to pair your own headphones or use the watch to control music through your phone if you're concerned about quality of sound. Still, it's great to have access to a microphone for recording voice notes to yourself on the watch and the microphone picks up your voice very well from a foot away.The range of ""Tic"" apps is pretty great, and includes some new apps that I hadn't seen before such as a noise sensor to detect the amount of ambient noise, an app to guide you through breathing exercises, and more. These are great touches for mental health and relaxation.The band that ships with the watch is definitely made for larger wrists, and the face of the watch is larger than the 4G LTE model. It also introduces me to my third Mobvoi proprietary charging plug, I would much prefer to see a unified charging plug of some sort. I'm hoping Mobvoi will release a branded mountable charger as the magnetic USB cables can have a tendency to fall off, though the magnets in the Pro 3 Ultra GPS model seem to be stronger so it should last longer.I'll likely pick up a screen protector of some sort and would like to see this ship as a standard feature in smartwatches to protect against accidental bumps and scratches."
Claudia,****** updated**** customer services said I can send it back for a warranty claim. They were very nice but unfortunately when my bag arrived back from my trip it was stolen along with a charger for my girlfriends Fitbit..... updating review because they have top notch customer service and I did enjoy the watch when it worked. Just make sure you don't swim with it......It says swimming friendly. Went for a swim in a pool while on vacation and now the sensors don't work. DO NOT GET IT WET!
Anonymously,"The build quality is very nice. It's a solid watch, but it doesn't feel heavy. It feels like it could survive quite a few drops or uncontrolled arm movements in tight spaces. I like the standard wrist strap even though my wrist is between snug and loose.I like that the display is very clear. That's important when looking at information on a small screen. All of the animations are very smooth with no slow-down, which probably means the processor is quite powerful.There are many available monitoring and lifestyle features. My guess is that Mobvoi put in enough sensors so that Wear OS can take advantage.Now onto the everyday use...it does everything. I rarely need to look at my phone because notifications pop up on the watch. I can even respond using the watch if I want. I use it to track weather, steps, heart rate, workouts, and sleep. I haven't tried yet but it can also track oxygen saturation. This means I don't need a separate fitness tracker/band. For all of this to work you probably think I'm charging at least once per day...nope!The battery life is much better than I expected. I had previous Wear OS watches that would last almost a day before needing a charge. They would charge quickly but it was annoying to have to think about my watch usage and possibly charging on the go. I can track multiple workouts, use 24hr heart rate monitoring, sleep monitoring, and general time and notification checks, and I don't have to charge for days...meaning more than one. I think I'm averaging 3 days on a charge and the key has got to be the dual screens. Most of the time the low power screen is on, which shows plenty of information, even during a workout. It also has a backlight, with color options, so I can see it in the dark. I just tap it to see the full-color display when I need to.If you want to see the full-color display more, you definitely can, and you'll probably have shorter battery life. But I think you'll be pleasantly surprised how little you need the full color display even though you can do so much with the watch.Nice job Mobvoi."
Ranjith,"Que buen reloj, me ha servido incluso para usos a mar abierto y sin problema alguno. Llevo con él varios meses bajo estás pruebas de agua constantes y todo ha ido perfecto. La batería realmente me dura poco más de 24 horas, diría yo que a buen uso unas 31 horas, me gustaría realmente que durará un poco más. La carga del reloj ha sido una pesadilla, no contar con carga rápida afecta mucho quedarte sin el reloj dos horas o más y bueno, la carga por pines me parece muy obsoleta, realmente no cuento con un puerto USB cerca y cargarlo con el celular vía NFC podría aliviarme muchos dolores de cabeza. Aprecio demasiado la pantalla, que resistente! Ni un rasguño (lo tengo sin protector de vidrio desde que lo compré), me preocupa la velocidad en la que se activa el WiFi cuando está fuera de rango el Bluetooth, es bastante lento el cambio de conectividad. En fin, buen reloj. A la espera de wear os 3.0!! Que sucede? por qué tanta demora? Saludos."
chawk20,"I want to start off by saying that my connection with the ""Tic"" brand and Mobvoi runs pretty deep. I first heard about them in 2018 on both Kickstarter and Indiegogo where they were campaigning for the Ticwatch 2 and TicPods, respectively. Flash forward to today and I still continue to use my TicPods as backup earbuds and the new TicWatch 3 improves on everything great about the Ticwatch 2.I will gear my review from the perspective of someone going from the TicWatch 2 to the TicWatch Pro 3 Ultra GPS.I can't stress how impressive the battery life is on the Pro 2, getting 3 days on a single charge feels like a godsend after dealing with daily charging on the previous model. The essential mode (dual Screen) is also great as I have managed to literally squeeze out days from my Pro 3 with only minimal battery percent lost when bouncing between both modes.Performance on the Pro 3 is silky smooth. I had no trouble sliding between apps and screen menu and it all looked great on the AMOLED display. The step, heats rate, oxygen, GPS, and NFC sensors all felt fast and responsive. Using Google pay on the watch has become a favorite feature of mine as I didn't have this option available on the previous model. Unfortunately, I cant say much about the sleep tracking as I find sleeping with any watch on too uncomfortable. Mobvoi apps have come a long way and I can confidently say I now use them as my main trackers. I've come to really enjoy the ecosystem they offer, but having access to the full Wear OS & Google Play Store is a game changer.In terms of aesthetics, while I like the more minimal look of the previous model I found the look and feel of the Pro 3 more than acceptable. It has a more hybrid workout look which is fine. The included rubber watch band is comfortable but definitely feels more geared towards larger wrist, however, the quick-release straps makes swapping it out a non-issue. The watch looks like a premium product and can easily be used for working out and dressing up."
The cheap photographer,"Overall rating for the watch is a solid 4.5/5. I've used ticwatch before and am very familiar with it. Here is a list of pro and cons.Pros-- The combo between the two screens is amazingly innovative and does wonders for the battery. I took it out of the box and used it regularly for three days before having to charge it. You don't usually get things like that on a smartwatch.- The controls on the watch are easy to use and very intuitive.-The fitness software is good, keeps track of what you get done with a full breakdown.- There is a variety of watch faces that are available to use so it keeps the watch entertaining.- Battery life is sufficient, last a good 4 days on a full charge when using apps such as fitness tracking, Spotify, etc.Cons-- watch is a little bulky then I would like.- software can lag from time to time when using for an extended period of time."
The cheap photographer,"My first smartwatch was a Ticwatch Pro 2020 and this watch is a natural progression that ensures that this line of watches stays near, or at, the top of the pack.Pros:- Battery: Depending on usage, the watch (while new at least, but my 2020 version held up well) will last for 3-4 days. The included low-power lcd display is a huge advantage here.-Health tracking: The included tracking apps are great for my occasional walks, runs, and hikes. I can’t speak to anyone doing closer or more detailed tracking, but my impression is that the apps on the watch have many features that will allow any user to get what they want from the software.-Style: If you want something thin and low profile, then this watch may not be for you, but if you don’t mind something on the bigger side, it’s a clean and modern looking watch that fits just about any watch and you might want. The included bands are great for both casual wear and exercise.Cons:- I wish that there was better integration between the health tracking and the Google suite of apps. Not all health details are readily accessible to Google apps (i.e., Fit), so you are locked into the Tic suite if you want to collect every bit of health data that you can- While I don’t mind the size during daily wear, the watch isn’t comfortable for overnight sleep tracking, in my opinion. I tried it out and the tracking works just fine, but the watch isn’t something that I can easily ignore when falling asleep."
Ian Douglas,"Cost vs Benefit is great but... can't seem to change the temperature from °F to °C even when I have set the settings/preferences on Wear Os, Google Assistant and in Chrome as °C... Haven't heard back from Mobvoi yet on how to fix this."
17blue_wrx,"I love the watch so far, I tried testing the battery since it's the most common issue I have with most smart tech and I was pleasantly surprised. If you use it in essential mode it will probably last you days on end no problem as just a watch (and a tracker cause it's still doing that in the background).But my first day I used it with everything on:Gps from phone and watch, tilt to wake screen, all trackers 24 hours , all the available processes I could get running at a time to see how well it would do. It actually lasted about 16 hours of pretty much non stop usage.My second day I tried everything on except GPS and tilt to wake .... everything else was running in the background and after the same 16 hours I had over 80% battery left!That being said everything else works great, my previous smartwatch was a ticwatch E3 which is already great but this one just feels a bit more sturdier and maybe better definition and smoother performance.Wear OS works easily, easy to customize, it has a water drainage button for when you use it under water. It's a really good smart watch is what I'm saying and keeps track of everything. (Oxygen levels, stress, heartbeat, sleep ...)"
K. Brooks,"Overall I like this watch. The dual screen is pretty cool to conserve battery life and the main screen is very vivid and easy to navigate. My biggest problem with this watch is sleep tracking is a complete joke. It is not accurate at all. It usually shows me more awake then asleep and doesn't even show accurate times that I went to sleep or woke up. I'm a very good sleeper and always get 7 to 8 hours every night. I almost never wake up in the middle of the night.  In the image I posted, I was in bed and fell asleep immediately at 8:30 p.m., then woke up at 4:00 a.m.  I used to have a Garmin Vivoactive 4 which had very accurate sleep tracking. The tick watch is pretty worthless so I don't even wear it anymore when I go to bed.Battery life is okay, but not the best. I'm used to my Garmin with 5 to 6 days of battery life. I get around 2 days with this watch which I guess is not bad with the full color display. If ticwatch could update the software for sleep tracking it would be a much better product."
Camilo Cortés,"I've had the TicWatch Pro 3 Ultra for a week now and am beyond impressed with its performance, battery life, and durability.Performance:The TicWatch Pro 3 Ultra has a stellar performance, thanks to its Qualcomm Snapdragon Wear 4100. Wear OS is smooth as butter and I experience little to no lag in opening and switching applications. Mobvoi has included my favorite apps, including Fit Breathe and TicHearing—applications that encourage me to be mindful of my wellbeing.Battery Life:Mobvoi's innovative dual screen technology enables the TicWatch Pro 3 Ultra to deliver 3-45 days of battery. I appreciate the ability to turn on Essential Mode at times that I need to prioritize battery life while having access to some of the watch's features.  The TicWatch 3 Pro Ultra now features customizable backlight options, adding a personal touch to the dual screen technology that I love.Durability:The TicWatch 3 Pro Ultra has military-grade durability, putting my mind at ease when using the watch in a diverse set of outdoor conditions. The 1.4"" screen utilizes Corning Gorilla Glass, which helps keep the screen free of scratches. With durability in mind, I truly am able to take the TicWatch Pro 3 Ultra wherever I go."
Kelvin Rodriguez,"I appreciate the ease of use with the watch, the  aesthetic design, and the battery life. It's definitely an awesome little smartwatch"
Kelvin Rodriguez,"The battery life on this thing is seriously amazing. I have been able to go easily 48hrs between charges, could probably get more out of it if I took advantage of some of the more advanced battery controls.One thing that is especially well done is the dual display. I no longer feel the need to have the main display always on as the secondary display is bright enough to read during the day and really helps extend the battery life.Beyond that, the integration with WearOS is probably the best it's even been in a TicWatch (I say this as someone who has been using these since the original TicWatch) and all of my Google apps work flawlessly on the large display."
Frogroast,"I have had a Ticwatch pro LTE for many years and have very much enjoyed it.  I decided to upgrade to the Ticwatch Pro 3 Ultra GPS and am very glad I did.  The device performs exactly as I wish , fulfilling all of my expectations.  The battery life is phenomenal .  I have become accustomed to charging my watch every day, and at first the new one would only be down to 90% for one day of my usage. Now I charge less often and the unit gets 5 days with power to spare.  I use the essential mode set to automatically operate during the night time hours, and still have access to all of the functions I need.  I have compared the sleep tracking results to those I get from my regular sleep tracking ring, with favorable outcomes. The watch is large enough to read easily, yet light enough to be almost unnoticeable during wear. The bluetooth function connects effortlessly, and I have made and received both calls and messages on the watch. I would recommend this device to anyone who is looking for a good smart-watch at a reasonable price!"
superbrain,"I also have a Ticwatch E3, so most of this review is going to be a comparison of the two. I like the decorative bezel on the Pro 3 Ultra. The display is a little larger than the E3, which is nice. I like that the band is a little stiffer as well. I think I got a little better battery life (~2 days) compared to the ~1.5 days with the E3. I wear the watch 24/7, so only remove it to charge it. I have an android phone and use the Sleep app overnight. I like that the charging port is on the side instead of the top like the E3...it makes it quicker/simpler to connect. I like that it uses the same charging cable as the E3, too. Lastly, the essential mode display has a lot of the information you need to view quickly without using as much battery. Changing the backlight color is a nice touch as well.My only dislike is that it doesn't have Wear OS 3 yet, but neither does the E3."
Amazon Customer,"This has been a great all-around watch.  It looks good at a formal event, and it looks good during active use - running, biking, volleyball, etc. (Very nice that it's waterproof as well).The shortcuts to workouts are really nice, even just logging a quick dog walk helps to keep track of what progress looks like for the day.Beyond the activity tracking, it's an excellent overall smart watch that was easy to setup, and does all the usual things you expect from WearOS.Battery life has been good, better than previous watches I've owned.  It's nice to have a little extra time to forget about charging it now and again.Ticwatch does the job of other smart watches at a lower price.  If you just need a good all-around watch, I highly recommend."
Brandon,"I unboxed this watch with much excitement. After setting it up and using it I have to say I am VERY pleased. A few things of note:1. Going from some of their other models the watch band is wider2. I had a little bit of difficulty getting the off-white calibration right, but after maybe 5 minutes of fiddling with it I haven't had any issues.3. On a positive note it is the same charger that they have been using with a good magnet strength.4. Another positive note is it doesn't seem to require the mobvoi app. I didn't mind the app, but I know that did turn some people off from their watches.Overall this watch is great and shows a very promising future for their product lines."
Esteban,"This is my third Ticwatch, and I can't say enough good things about the brand. First and foremost, I like the metal construction, definitely feels more rugged than something with plastic case. The battery life is absolutely fantastic, after a full day of use when I get home, I am generally still at 70% battery life and that is with always on display. There are way too many features for list, but the automatic exercise tracking is great, the blood oxygenation level is very accurate compared to the one of my doctor's office, sleep tracking works but I prefer not to sleep for the watch on. The standalone GPS is great for runs, bike rides, and hiking. One of the things I really like about this watch is when using essential mode, it is now backlit in multiple colors. This is extremely useful to me. As I said there are way too many feet to the list but for the things I use, they all work great and I can only see things getting better once Wear OS3 arrives."
Camilo Valencia,"I've owned a few TicWatch(es), specifically the GTX and the E3. I also used the Huawei Sport (Watch 2). This watch is much better than all those. It has great battery life for WearOS with a Snapdragon Wear 4100. I can usually get 2+ days out of it, but it also charges very fast. It uses the same charging cable as an E3 if you're upgrading (which is a big help for me, as now I have two cables). The response is fluid and quick, much faster than my previous ones, which is a big deal for me too. The ""Essential Mode"" change with this watch is very cool too. Now, when the watch is idle and ""always on screen"" is NOT enabled, it shows a watch display that turns off everything but the numbers and info and allows the reflective parts of the screen to provide extra detail. Very readable outside and in when in bright light, and better than a full color screen for that as well. Finally, it has a number of downloadable watch faces for free and paid, and the speaker/mic on the device works well for an impromptu call. Highly recommended!"
Camilo Valencia,"Overall, this is a great watch. I have teeeeeenny hands and while it’s really large for me, it’s also really comfortable and the weight of it feels good on my wrist. I have found it remarkably easy to get used to. The features work really well and the functions are easy to understand. It’s the most like a phone interface of any WearOS watch I’ve worn and I’ve worn a bunch. The display is stunning. It’s crystal clear, full color and actually easy to read longer blocks of text on. I’ve found the tracking effective and the functions all smooth. The battery life is decent - especially if you’re willing to turn off the fancy stuff. Not wanting to do that, I found myself charging it once every 3.5 days - but it charges quickly so a daily charge while you’re in the shower/getting dressed should do it. My only complaint isn’t actually about the watch, but rather that WearOS and Apple refuse to play nicely with each other. I want to be able to respond to texts on the watch because it’s so pleasing to read texts… but that’s not possible. Overall, it’s a really solid, good looking watch that does all of the things you want a smart watch to do.  I’d skip it if you’re an iPhone user but if you have an Android, you won’t be disappointed."
Jason,"I really wanted to like the watch but after just one day of connection issues and needless setup steps and I'm throwing in the towel. I'm not sure if it's the watch I got or in general but this seems like hours of set up for a mediocre experience.Every single mobvoi app needs to be opened on the watch and ran through to allow tracking. Often times these turn back off automatically.You CANNOT sync with Google fit. Third party data sharing is unauthorized for this watch at this time with no word on status from the company just that they are ""working on it"". Meanwhile every other wearos 3 compatible watch works just fine.Watch features seem to half work. Essential mode wouldn't stay on and the watch wouldn't aknowledge passed the set up prompts.I'm just going to stick with Amazfit BIP. Honestly, no one uses half the stuff current day smart watches provide and most fitness oriented watches suck at what they do."
Jason,"This is the third TicWatch I have owned and by far the best. I have also owned a Samsung and Fossil watch and this one outshines both of them. I use the watch for two basic functions, as a fitness & health tracker as well as a tool  which allows me to leave my phone in my pocket. It excels in both areas.I have the watch synced to both Google Fit and MyFitnessPal apps and it automatically populates both so I can keep track of my steps and calories burned for the day. I also love being able to see my heart rate and oxygen trends throughout the day.From a communication standpoint, I get my Teams messages, texts and notifications all in one place and I can even access Outlook to read and reply to email. It won't open attachments unfortunately, but I guess most of them would be hard to read on a watch anyway.  I can also receive or make calls from the watch and the sound quality on both ends is more than acceptable. I also love the fact that I can download music right from Spotify and  listen while on a walk/run without having to bring my phone along with me.I charge the battery every other day in 'always on mode' and I use it a lot. I  could probably go three days between charges but I want to make sure I don't run out of battery on the third day.I don't  use essential mode  as I  need  all the functionality that is lost in that mode. The only only thing I didn't like about the watch was the strap. Not a fan of the rubber look and feel of the strap and easily replaced it with a leather one, thanks to the quick release function.Overall, I would recommend this watch for anyone looking for a well featured watch with great battery life. There is not a better watch out there in my opinion."
