Reviewer Name,Reviews
John Quirk,"i liked it better before i upgraded it to wear os3. sure its a slick interface and pretty and zippy, it has all the fitness crap that is so important to the millenials, good for them. but once the upgrade was done, which was not seamless, i got email alerts for 1 day, now i get 0 email alerts. i have reset the device back to zero, reloaded the app on my phone, got it all back up, no email notifications. sure i get messenger and FB messenger, but email is the trifecta. i had email alerts on wear os2, now i don't. i'm going to wait this out because i paid alot for this watch, and it's pretty. but right now i'm way disappointed. i hope fossil / android fixes this because i feel a bit cheated and mislead.Update! Gmail Notifications started to work. Not really sure why, but ill take it.Apparently in was premature with  my update. It seems as long as you restart the watch and phone daily you can keep getting email updates on the phone. Samsung/Fossil / Google. Wtf? Can you not sync up on this? Wear os 2 had 0 issues with this. Go ahead and point fingers at each other but how about just fix it?Still disappointed."
John Quirk,"I bought this watch because it's compatible with a seizure alert app that I wanted to use. It works perfectly! I uninstalled unnecessary apps and that extended the battery life considerably. But even before I did that the battery life was acceptable. I use the fitness tracker with Google fit, a seizure alert app, the Alexa, and the weather app. I also use it for calls and texting. There weren't many apps that I uninstalled or disabled. I definitely recommend this smartwatch. It's the wellness version. A one-word description would be... Awesome! I was concerned about the size of the watch but that has not been a problem. It's quite comfortable and the band has not given me any skin issues. It's very soft. I bought the 44 mm size. It's supposed to be unisex. But either way it works for me. There are both masculine and feminine free watch face choices. The screen is easy to read and that's a huge plus. Again, yes I recommend this smartwatch. The Fossil Gen 6 Wellness smartwatch with Alexa!"
Quaxo,"The first three months I owned the watch it worked great. I was able to pair it with my Galaxy Note 9 with no problem. I liked the fact that I was able to readn and respond to incoming texts on the watch. The battery life was good as long as you didn't have all the bells and whistles turned on. Then I noticed one day that the watch would reboot about every two or three hours on its own. I checked to see if there were any software updates and saw that there was. I went ahead and updated the software and that is when I really started to have problems.  After I completed the software update the watch would no longer connect with my phone. I reset the watch back to factory settings and no luck. I did a little research and found out that with the latest software update the watch no longer used the Wear OS app, you had to use the Fossil App. I installed the Fossil app, uninstalled the Wear OS app as instructed. I attempted to pair the watch to my phone via the Fossil app and the app was unable to even 'find' the watch. I checked my bluetooth settings on my phone and I could see that the watch was visible and ready to pair. I was able to pair the watch to my phone via Bluetooth on my phone, but the Fossil app did not see the watch. I tried uninstalling and reinstalling the Fossil app and that didn't work. I was able to pair the watch to my work phone (iPhone 6S) with no issues, but I was unable to use the Facer app which I used to change the watch faces.  I reached out to Fossil tech support and let them know of the issues I was having. They responded quickly and gave me a list of trouble shooting instructions to try. After following the trouble shooting procedures I was still unable to pair the watch to my Galaxy Note 9. The phone was still able to pair with my work phone, but I don't always carry my work phone with me and I didn't buy the watch to use with that phone.  Tech support then requested that I send the watch in for warranty repair. I received a shipping label in my email and sent the phone in. I received the watch back in roughly four weeks. When I opened the box there was a note stating that they were unable to finad anything wrong wth the watch and that it was working properly. So I renistalled the Fossil app on my Note 9 and attempted to pair the watch, but the Fossil app could not find the watch and it would not pair to my phone. Needless to say I was not happy.  I figured since I had the watch I would just go ahead and use it with my work phone. My company upgraded my work phone to an iPhone 12 and when I tried to pair the watch and phone I had the same results as with my Note 9.  So now I have a watch that will not pair to either phone and is useless. I have not heard back from Fossil tech support since I got the watch back from being ""repaired"". The watch itself work great initially, but the software update rendered the watch useless."
donna bullard,Band broke in a month. Not rugged as advertised
Quaxo,"esta fabricado de buen material resistente, es pesado pero no mucho, no incomoda en la muñeca.el inconveniente es que se alenta un poco en ocasiones"
HJbunger,"Allow me to preface this review by saying that I've been wearing Fossil watches since Gen 1 and I have a background in tech, so I'm familiar with everything that's been on the market since then (including Apple Watches)/the general evolution of smart watches. Now, let's get to it. I'll keep this as breif as I can. This watch does not come with tools to remove links/make size adjustments. However, you absolutely can make all necessary adjustments with a paperclip and a little elbow grease (this is how I adjusted mine, a pair of pliers helps if you have them). Just YouTube how to remove links from a watch. It's not difficult at all. This watch comes with more links on one side than the other, so pay attention to that and count how many links are on each side to determine how many links to remove from each side as you are sizing the watch for yourself. If you have removed as many links as you can and the watch is still a bit loose, do not fret, there is a microadjustment you can make on the clasp. There are three size settings on the clasp, it comes default on the biggest size. Again, YouTube how to microadjust a Fossil Gen 6 Watch. Microadjustments on other watches are not quite the same, so I do recommend watching a video specifically for this watch for the microadjustment part. To give everyone a frame of reference, I have a very small wrist, exactly 6"". I had to remove four links and shift the microadjustment to the smallest setting to make my watch fit perfectly. This took me about 45 minutes, as it was my first time ever adjusting a watch myself. Now let's talk about voice commands. Both Team Alexa folks and Team Google Assistant folks will be able to use the robot lady of their choice on this watch. Alexa is the default, so if you're Team Alexa, the hard work is done for you. If you're Team Google Assistant, you will need to go into settings and disable Alexa. Then you'll need to long press the middle button on the right. When Google Assistant pops up, swipe down and tap the settings gear and toggle on ""Hey Google"" detection."
KQuinn,"The watch looks amazing. Good compatibility of classic appearance and smart watch. There is one problem - this is a weak charge. In my case, I have enough for 2 days, and this is after updating to WearOS 3. Despite the fact that all background functions are disabled. I stupidly use the watch as a classic watch. Basically, I don't need all these features.For a long time I tried to connect the watch with the phone. But after I plugged it in, they automatically paired with the phone."
KQuinn,"Out of the box this watch was easy to setup with my Samsung Z Flip 3 smartphone.  Load the WearOS by Google app on the phone, but then read on here.  Don't do too much adjustment of settings at first because it will want to do a software update.  Charge it, then let it do the update.  Any customization you did will be lost with the update, so just wait on customizing.  Next, another system update will probably be needed,  For this one, the WearOS app will not work and your watch will be useless.  The trick is to remove the WearOS app from the smartphone and then install the Fossil Smartwatch App instead.  NOW continue with setting up the watch.  WARNING! If you use this watch to answer your phone, then you cannot use an earpiece or car interface to do the same.  By now most phones will switch over to the carphone when it senses that but I guess that little convenience slipped by the Fossill/Google programmers.  I'm still not sure about that.  I am still in the return period and that issue may be a dealbreaker for me.  I like the watch, but the interface on the phone, the very slim face selection, and the car interface all make this software look several years old.  Hence the deduction of 2 stars.  I've had other smartwatches that had better options and a good carphone interface, all android styles, so I know this can be better.Update:  The heart rate measurement does not work well. A few counts off is expected, but mine regularly 15 counts high or more.  Fortunately I do not need to know this info, so it is just an observation. But if you really need a heart rate monitor, this may not do the job for you."
Amazon Customer,"First of all, the body, band and crystal are all Fossil and offers a smartwatch with style that is not boring and typical like an apple or Samsung. I love it. It's rugged and comfortable to wear.It's important to recognize that what is behind the crystal is quality hardware that is not uniquely Fossil. Rather, it's a Qualcomm Snapdragon processor with plenty of memory and battery. Outside of the Fossil splash screen on startup this is where Fossil ends and a quality smartwatch begins.The operating system is Wear OS by Google. This is the same as that on Samsung and tweaked some by Fossil to work with the buttons on the watch and have Fossil watch faces.Having read the negative reviews prior to buying this watch and now having used it for a month, I'd like to mention some considerations that should be made before buying.Before buying any device ask,""how am I going to use it?"" This is a fully functional device that does everything, and it comes with everything turned on and multiple apps that do the same thing. This is so you can discover all that functionality. That is definitely not the way to leave it. If you do, you'll run into some confusing scenarios, battery drain and sluggish performance.So, I uninstalled the Nike apps. I've used MyFitnessPal from UnderArmor for years. I have it on my phone and links seamlessly with Google fit that comes part of the OS. I've deactivated Alexa. Google pay links with PayPal on my phone. I've uninstalled the 3rd party pulse, O2 and step counting apps. The native apps with WearOS work perfectly with the 3rd party apps on my phone. Media control works with Pi music player.I did have to install Outlook to see MY email but that was too easy.Now that I've had it for a month, I'm totally satisfied. It is only running what I need and everything else has been removed. As such the battery it's lasting for days (3 at least).I make changes to it all the time and it's safe to say all that I have now is a stylish arm piece that does exactly what I need, when I need and only what I need.Oh, don't buy the cover glass recommended by Amazon. Get glad what is described as rounded or beveled. Though any 9H glass will protect the center of the screen is frustrating to tap the cut edge of the cover glass and have it spur and crack. Broke 3 glass covers in 2 weeks. The rounded edge is superior."
vera A KRUTA,"I like the watch. Too big. I returned it to a Amazon hub, it's taking way too long for my refund. What's up????"
Orlando,don't upgrade to wear os 3After the last update and after a whileThe watch stopped working
Victoria,"This watch has all the bells and whistles that most smart watches have. I especially love the feature of changing your face and selecting from hundreds of watch faces on the free app, (it’s called ‘faces’). The only flaw is its flimsy battery life. Mine never lasts the entire day. It’s kind of a pain to have to recharge around dinner time when other smart watches last 2-7 days. I’ve been a Fossil customer for years so they were the obvious choice when I decided to go the smart watch route. I just wish I knew ahead of time about this one flaw. I’m not sure why Fossil would not want to stay competitive with Apple and Garmin by simply installing the same battery quality as their competitors, but I’m assuming it saves them money. Still a good watch, though. Just keep a charger with you like we all do with our phones and you’ll be fine."
Victoria,"I knew going in that this watch wasn't perfect after reading and watching many reviews that pointed out its several flaws.  However, I also knew that Wear OS 3 seemed to be working pretty well on the new Samsung watches and was scheduled to be released shortly for the Fossil Gen 6, so I decided to give it a chance.  After almost a year, I've decided it was not a good choice.Performance: 1 out of 5.  The watch can be pretty smooth when it's fully awake, but it takes several seconds to get it to do anything when you haven't touched it in a while.  Many tasks jump and stutter, and often require several swipes across your screen to get a response even when the watch is fully awake, so overall it's pretty terrible.  Updates have been few and far between, and as of 8/15/22 I'm still running an Android security patch from December of 2021.  The promised Wear OS 3 update keeps getting pushed back further and further, and it's anybody's guess as to when it will finally drop and whether or not it will have been worth the wait.  It also constantly loses connection with my phone for no reason, even when my phone is in my left pocket and the watch is on my left arm.  If I wake up the watch it will reconnect after about 15 seconds, most of the time, but sometimes I'll have to go into the watch settings and turn on Bluetooth because it's randomly turned itself off.Battery: 3 out of 5.  I charge it every 3/4 of a day when running the AOD full time, meaning some days it's on the charger twice in a single day (if I take it off the charger early in the morning, it's usually back on the charger later that evening).  In theater mode it actually does pretty well, which I put it into overnight, and it only drains about 10-15% battery during 7 hours of sleep.  The charger brings it up fairly quickly, and if you pretend the battery goes to 120% you'll notice that it takes an hour or more after taking it off the charger before it drops to 99%.  I tried tilt-to-wake but it doesn't work well on this watch, and I didn't want to have to touch my watch screen to get info, so I just pay the battery penalty and run the AOD all the time for ease of use.  I work from home so it's not hard to charge it as necessary, but if you're out frequently and for long periods of time it's probably worth carrying the charger with you and topping it off when you have access to an outlet.Style:  4.5 out 5.  It looks really sharp.  A big reason why I bought this watch is due to the looks and the promise of a more ""stock"" Android experience.  The rotating crown looks nice but tends to stick, requiring an extra bit of force to break it loose and get it turning.  The included watch faces aren't anything special, but Facer is preinstalled and worth the subscription IMHO.  No complaints about how it looks.Overall I feel like this watch is in desperate need of a software update to fix some of the performance issues and take advantage of the hardware inside, but until then it's just not worth dealing with the headaches.  This is easily the most frustrating piece of technology I currently own, and I'm trading it in for one of the new Samsung watches that were just announced."
xtwoo,"The message is simple.  All I wanted---all I've wanted for years---is a watch as good as the Fossil Gen 5, but with a battery that doesn't suck.  Well, this watch is as good as the Fossil Gen 5, and its battery doesn't suck.I've been using Wear OS watches since 2014, back when it was called ""Android Wear"".  In that time, I've come to prefer Fossil watches, since they provide the basic smartwatch features I care about (handling notifications; counting steps; NFC payment; checking weather; etc.), but look like *actual watches*.  Attractive, without sticking out too much---just right!  The Fossil Gen 5 was particularly nice.  With one hardware button mapped to flashlight (super handy---try it!) and the other mapped to Google Pay, it fit my needs perfectly.Except... the battery.  Every day, it would limp along until hitting one of the ""extended battery"" modes sometime mid-evening.  A few times a month, it'd end up in time-only mode: oof.  And poker night?  Forget it: dead before I head home.  ""All day battery""... well, *kinda*.  Why couldn't I have a watch as good in the evening as the Gen 5 was in the morning?Enter the Gen 6.  The Snapdragon Wear 4100+ sets it up for significantly improved battery life.  All they had to do was *deliver*, without losing any of the good points of the Gen 5.  And they did!  I haven't given the battery a second thought since I got the watch a week ago.  Every day, it ends with 40-50%, or more.  And this is with the always-on display, which I consider essential for anything that claims to be a ""watch"".  (I'm using the Classic watch face, FWIW.)What's more, it throws in an SpO2 sensor for good measure.  The reading takes a lot longer than a dedicated SpO2, but it's nice to know I'll always have it in a pinch.Much has been made about the expected long delay for Wear OS3.  This doesn't bother me, since I'll be spending those months with, essentially, a Gen 5 with SpO2, minus the battery anxiety.It wasn't *all* roses.  I did find the setup procedure a bit clunky.  It takes a good while to finish downloading all the apps and getting everything the way I want it.Oh, and a caveat: that setup procedure seems to use a _lot_ of battery.  Don't judge the battery life on your first day experience---it's not representative!Overall, if you want an attractive, performant smartwatch, with comfortably all-day battery life, this could be for you."
nwagh1947,Battery life is horrible but the watch functionality is flawless once the software update was completed..
Nimblewan,"The watch is really clean and crispy upon opening. Take it all in, this won’t last long, since as soon as you pick it up its lack of weight is immediately underwhelming. This is likely indicative of cheap materials. Besides the watch band busting open while wearing it fitted to the wrist, the watch has no other clear signs of it being cheap. The quality of the screen is low and The feedback of the touchscreen is slow and constantly needs to be reset to connect to the phone even just to check the weather. Friends who have been on the phone with me while using the watch microphone have complained that my voice is highly filtered, choppy, and low qual. I got the watch back in october and I really held out on writing a bad review thinking maybe it’s just because i’m connecting the watch to an iPhone. Well after reviewing the forums for ages trying to figure out why users have to factory reset their watch on a weekly basis, I was motivated to write this review and save the would-be victims of this cheap junk parading around as a smart watch with a fancy face. If you are like me and didnt want a stupid squarefaced smartwatch so this handsome round faced old fashioned watch by a timeless and renowned watch maker just take my advice and keep looking. Let the watch people make the watches and the phone people make the smartwatches…. right?"
Gwendolyn J Green,"The initial charging upon receipt of the watch, resulted in a critical over heat condition that destroyed the battery. Unfortunately never got to try it. Seemed unsafe considering how these batteries burn."
donna bullard,"Screen is a good size and runs well, virtually no lag. Calls work well on it.  The only reason it's not a 4 star is right after the WearOS update they update to their custom WearOS 3.2.  This is frustrating as they remove google assistant in favor of Alexa as well as not being the latest 3.5 update that is currently out there.  It also then forces you to use there app to link the phone. The app while offering some extras compared to WearOS app it has a lot of issues.  One minor issue is it is restricting the face on the app to a certain amount of presets they have.  This is only a minor issue though as you can still change it to another you have downloaded to the watch from the watch itself.  This is the only way to get wearOS 3 on the watch right now unfortunately.  I wouldn't mind the Alexa thing if they at least gave you the option to switch back to assistant.  Overall, great watch and since it is still WearOS you get the compatibility of all the play store apps."
Quaxo,"I had a Samsung Gear watch for the last 5+ years but was a die hard Fossil fan prior to that. So when my gear started crapping out, I was stoked to go back to the brand I loved. Unfortunately, it has left things to be desired. First we will start with the application to run the watch.  The app is bare bones and not nearly as intuitive as the Samsung wearable app. There are only a few faces to chose from and very few controls to adjust settings on the actual watch. Then if you want more watch face options you have to download ANOTHER app. So 2 apps for one watch.... neither as good as the Samsung.  As annoying is that is, there are a few cool watch faces that are free or low cost, just takes some digging.Now the BIG BUMMER... The battery... well, it is terrible.  Forget about wearing it for sleep unless you are planning on charging it mid day. At first I thought it was settings,  because there was no way a NEW watch would not last a full day. Welp... I was wrong. I adjusted brightness, removed notifications,  took away so many features AND IT STILL DIES! I have gotten it to last my day but it is begging to be charged before bed. There is no way I could sleep with it and then get moving for my day. I would not last. My fear is that I have been wearing this watch for one week and already am experiencing battery issued what the heck is going to happen a year from now?So if you want a gorgeous watch with that classic Fossil design, but don't mind charging it constantly,  this is you watch! If you want something that will stay charged for a day or two, keep scrolling."
Gomati,"For starters, the watch is very well constructed and looks great. The OS is great as well. Functionality wise it has most the bells and whistles....But, it has a long way to go. For starters, I unboxed it and charged it up to 100% the first day I got it deciding that I would set it up the following day. No problems there. Day 2: Get me screen protector on, download the app on my smartphone, sync them up, and I'm ready to roll. I get through a few things and I get a message on the watch that the internal battery temp is too high so it is in limited usage mode. No worries, there is a lot to set up and link up but after this on normal usage I won't put it through so many paces so quickly. Now I'm running into issues as I continue setup as this limited usage mode is not allowing me some to finalize setup of some things. Whatever, I'll come back to those later. I am about one third of the way through and I glance at the battery life, I've been at it for 20-30 minutes and started at 100% charge... I'm now at 54%. Ok, let's take a break and come back to this later. Do a restart on the watch so it can freshen up and throw it on the charger. Day 3: I finalize a couple of the key features and notifications settings I'll be using the most and will do the nitty gritty's later after work. I didn't do much that day, had it connected to bluetooth and not WiFi, and had auto brightness on. Not a terrible amount of notifications through the day (only half of my apps are setup/synced at this point), and I get home... 42% battery life. At this point, I've lost hope. It's hard to use a watch as a fitness tracker and a sleep tracker if it can't make it through an entire day on one charge. So I start reading more and it is not even rated for that. The average charged run time is 20 hours with ""moderate"" usage. At this point I made a choice that it was time to return it and go with another option. I ended up going with a different brand that has essentially all of the same features and aesthetics, and I'm loving it. Sad to say, because it's Fossil and they are known for making good watches, but I do not recommend this watch if you plan to do anything other than tell time with it."
Gomati,"Disclaimer: I've only had it one day, so this is an initial impression. I will update in the future if I run into problems or anything changes.So after setting it up, it required two updates to get up to date. Makes sense, it's been a little while since this beautiful thing was released. I purchased a watch face called the Pixel Minimum face (as seen in the photo), and i just love it. The Fossil faces look sharp, and I might use them in some situations but in general this face is great. The sensors don't seem to be the most accurate, but are close enough.The battery life - not so great, but it charges incredibly fast, 1% about every 10 seconds. If smart features aren't required, they can almost all be disabled and should make it last quite a while as just a regular watch. Of course I hope the WearOS 3 update will better be able to handle the hardware and eek out better battery life, but only time will tell.The speaker is, lackluster, but it's so tiny I wouldn't expect it to play a concert. It's good enough for google assistant to talk a bit. Calls on it are pretty hard to hear, but again, it's a watch.. I'd probably prefer to use my phone anyway.I haven't had a chance to use google pay with it yet, but I'm sure it works just fine.Initial conclusion: It's a fast, fast charging, snappy and gorgeous work of art. It combines form and function in a comfortable to wear device. The battery, well, sucks, but considering how fast it charges it's forgivable - for me at least. The built in speaker is nice to have, but won't be something I use often to make or receive calls as it's not quite loud enough to hear without holding it right up to my ear.I would recommend this for any tech enthusiasts who also like beautiful things. It's not a dedicated health tracker, and shouldn't be treated as such. It is a smart watch that fulfills all the functions a smart watch (In my humble opinion) should, with some extra frills around the edges."
Arizona Sun,It charges my watch when I'm at work
Tyler A.,"This watch looks good and a bit heavy. The feels is quite smooth and little bumps that make the experiences feels refreshing. The starting and the response time takes a bit before smoothing out the lags. Other than those takes, the watch features is like most others with essential smartwatch apps, so there really is not much to talk about.Well, besides those apps, the watch flashlight is really just there for looks. Completely usless flashlight, well, unless one did not carry a flashlight and in the middle of nowhere in the dark and is lost."
Charles Hogg,
John M. Fiorillo,Simple and comfortable and information right there!  Great watch!
Derek d,"The watch is very nice looking.  Apps work well on it.  Easy to use.  Screen is smaller then the face of the watch, I am not a fan of the dead space of the face. Looks like they wanted bigger watch and used the same smaller screen.  Battery life will last you a long day, not much more.  Good thing it charges super fast.  Charger is nice and small and snaps right into place easy.  I have owned a few different smart watches and this is definitely not a top choice of watchs I have owned.  But, it will get the job done and you can answer calls on it.  Quality and sound is good if you are in a quite place to answer.  If they fix the face and screen to match and give a bigger battery to it, I will look at buying another Fossil.  Until then, I will stick with Tic watch."
Amazon Customer,Got this as a Christmas gift for my grandma and she loves it.
Ryan VE,as far as smart wtches goes this thing has no battery at all less that 20 hours also the step counter barely works  its a nice watch but the fitness tracking is not very good
Armstrong,No llena mis expectativas
Nick and Brooke,"The rest is not easy to navigate, sometimes  loses connection with phone"
donna bullard,"Watch looks great and fits nicely. Had to take out two links but it was easy to do. Only complaints that I have about the watch is that it doesn’t save your settings for tilt to wake or stay on screen. I usually have tilt to wake turned on and stay on screen off. This helps the battery life. But if I close the wear OS app or take my watch off and walk away with my phone, it resets itself and I have to go back and change the settings. Seems like something that could be fixed with an update if Fossil knows of the issue. Otherwise it’s a good watch, tracks my steps and has a lot of face styles to choose from so you don’t get bored of the look."
Quaxo,"Great watch. Had the explorist before this one. Wore it for 4+ years before the battery went caput. Connectivity is way better than the previous model, but still dont stray too far from your phone. Love the face options, found myself spinning the facer wheel a lot and trying out a bunch of new faces. This watch suits me though, I love the metal band, looks more ""designer"" in my opinion. Recommend a face protector though, last model had a gnarly scratch for the last couple years of use."
Matthew Adams,"Ordered for a highschooler. He loves it, but we needed a kit to resize the band smaller. Great quality, looks very grown up."
Matthew Adams,"I had wanted a smart watch for a few years. I ended up buying the Fossil after seeing decent reviews and and the promise of a incoming WearOS 3 update. This was nearly a year ago now. Still no update.The watch has become more of a chore than a helpful device. Each day I fiddle with the watch on it's charger, trying for minutes at a time to get that sweet, sweet charging symbol. Don't count on it to keep charging, though. Even if you leave it still on a flat surface, you need to check in now and again to see that it has kept charging. I have bought multiple chargers in a vain attempt to achieve reliable charging. No luck. Yes, all eligible updates have been installed. I've come to expect to find it half charged, at best, each morning.On the joyous event of 100% charge, do you achieve all day battery life? Not a chance. I was 2 hours into my day today when my watched asked me to go into battery saving mode. That's 2 hours off the charger until 30%. That's with the screen set to turn off if not actively used and the only app running being a step counter. This is standard for my experience with this watch. Pathetic.But how is performance in that short window? Terrible. Unresponsive buttons that lead to you questioning if it failed to register your presses. The touch screen works when it wants to, often failing to register my unlock pattern. It's a time consuming hassle trying to reach basic functions, often attempting 5-6 times to unlock followed by repeated swiping or button presses to reach the desired screen. What should be a quick flick and a swipe as I'm walking between tasks at work, instead requires me to stop, stare down at my watch, repeatedly trying to reach something as simple as a notification or my step count. This is far slower than just pulling my phone out of my pocket.The Fossil watch has been a complete waste of time and money. The promised update to WearOS 3 has yet to materialize, despite it being over a year since it was announced that the update was coming. Frankly, I feel lied to and ripped off. Look elsewhere for next smart watch."
Sandra Crawford,The software for this watch while a little faster than the gen 2 versions of wear. Still needs a lot more help. And it's missing a major important feature. The android assistant. Get real an android smart watch without there assistant. Alexa just does not cut it. Takes to long to get her started. And one day of battery life is not enough. It amazes me that Google and apple cannot get better battery life out of these expensive watches. This watch does look good though. I think you would do better with a Samsung or Fitbit sense. Fitbit and Samsung are better at sleep tracking. Step count. Battery life.
True Lor,"The watch is more beautiful than I expected and the screen is bright and sharp! Works well and fast, and lots of apps, watch faces and the option to have music from YouTube Music stored on the watch, to hear even when away from home or the Smartphone (to me the number one reason to use a Google Wear watch). The battery, well it was good for one day and one night on my use case, and the good news is that it would really charge in 1/2 hour, during my daily bath, so all good so far. The issue is, in three occasions when I placed it to charge it not only didn't charge but it overheated really bad that I was concerned it would reduce the battery life - nothing that I noticed though. After a research online I saw that other users were having the same issue, some reporting that it stop happening after they started setting the watch into aircraft mode before putting it to charge. Well, I concluded this is cased by a design flaw (and unfortunately Fossil is famous for other design flaws on the previous models) and I don't want to keep a product with this, so I returned. I wish Fossil had done a better job testing it to fix this before releasing it or at least fix it via a SW upload (if a matter of SW only) before I had the issue. Now, too late for me and not looking for a next Fossil watch. Coros, can you lease launch a model with OLED for me to replace my Coros Pace?"
