Reviewer Name,Reviews
Squedas,"I love my Versa 3. This has been life changing for me to track everything in my day to daym from food and water, workouts to walks, my sleep patterns, and my blood sugars! This has been an intrigal part to getting my unified health back on track. The Versa data is linkable to health accounts, and is shareable amongst family. And the app features that you can add at little to no coat are also great!"
Squedas,"Love this Fitbit because it is simple to use.  I purchased an Apple Watch but returned it.  The Fitbit tracks sleep, number of steps walked, heart rate, weather, and sends text messages.  The Face is easy to read.  Love it."
J. Ochlek,Had outer Fitbit in the past and worked great unfortunately the newest one I have has a mojor issue with the weather app I was told that it was being worked on and 4 months later the temp is still 20 degree in Texas
J. Ochlek,i had the same watch but I ordered it through another party and not any replacemrnt bands would stay in place.
Oblio,I'm using this watch to help me train for a half marathon and it's exceeding expectations. I'm clumsy so I drop it a lot and it's very durable. The only thing I could complain about is that it's a little confusing to set up the apps on the watch. Would buy again!
B,"I've run this for 2 years before getting ocean water in it.  It stopped working and got really hot when I tried to charge it.  A couple weeks later it came to life again when I tried charging it again.  I already bought a replacement though.  Having this has given me the motivation to maintain a 10k step per day habit and I'm a lot healthier for it.  This is a high quality device with an app that gives you lots of data and motivation, even on the free tier."
L. Rice,a great device to help keep you up to date with your activity goals.
Jessica VanLinter,I am just getting used to it. As me in a month
Steamer@44,"The first one I received only worked for a week or two, they replaced it and haven't had any problems since."
Dorian S. Brigance,I love the watch( Versa 1 finally died). Hated the rubber watchband even though the design was way better on this one than a regular fitbit band.  I actually had skin pealing on the outside if my wrist and the small was too small and the large it came with was too big. Bought a different one on Amazon that I liked.
Annette Fortune,"I’m really enjoying this smart watch paired to my iPhone 12 mini. I love being notified of texts, etc. The sleep tracking is interesting. I like the step counter as well and the heart rate. I love being able to use Alexa! Overall really nice smart watch. I just wish I could use Amazon music with it. It will only allow Spotify or Pandora."
Jess,"Got this for my wife. Would be better if some features didn't require a premium subscription, but wife really likes it and it works as advertised. It won't answer calls, unless we haven't figured out how that works, but it will receive and send simple text. She's happy."
William T Sommerville,"Does everything that my Versa 2 did  and just a little more. Battery seems to last just shy of a week, no issues pairing it with my phone."
Gary A. Vaughan,The options on this watch are very close to my appleSE watch that I have. You can text on it and make calls . I prefer not to answer calls on it. I feel that they have not perfected that yet. The steps and heart rate and sleep Tracking work good. Texting needs work. Overall it is a good watch. It still does not meet Apple watch but for the price it is good.
Barb Houghton,Its a great product chargers kind of slow.
Lisa Gray,I got the Versa 3 to replace my 2 that had gone out. I like it alot. Great features and a longer battery life. The only thing I don't really like is the side press button. You have to press it exactly right for it to work. The regular click button on the 2 was easier.
Rosemarie Riley,"its good but, Dont know if its the phone app or the watch but a lot of things i see on app dont completely install on watch (sections missing, readings dont appear, things dont change with the app setting change). I've tried 3 weather apps, neither fully downloaded and watch screen just said downloding for two days. watch faces constantly missing features in desciptions and notifications are delayed if the come in.My main purpose was to use with dexcom g6, but apps are few and I dont think theres an official one.can only have 5 faces, the watch is actually cool just the band gets uncomfortable"
Rosemarie Riley,my fitbit is currently glitching out so heavily i cant use it anymore and the only out of ordinary thing i did was go to Yosemite and play in the snow so either snow/ice or high altitude got to it. ill find out the exact problem when i take it in to get fixed and update this review when i get proper diagnoses
B,"Update 3/23/21-Pros:GPS-I am happy to report that the GPS seems in line with other trackers and did not kill the battery.Make/receive calls & texts from the watch is very easy to useCons:For a touchscreen that is hard to wake by touch, water running down my arm in the shower seems to navigate the heck out of the menus. Odd.Messages don't seem to stay accessible after you have read the. So you can't refer back (unless I'm doing it wrong)Almost 2 years ago I decided I was interested in trying a smart watch.  So I purchased a VERY inexpensive one to see if it was really something that I'd want or if I'd feel TOO connected.  After using that for a while I was ready to bump up to a better, more functional watch.  Thus the Versa 3.Pros:Battery life is GREAT.  After initial charge, I didn't have to charge again until the end of day 5.  Though that was with minimal use of many features (none using the GPS) so I'll update eventually based upon more testing.  I also have not been using the 'always on' function of the screen which I'm sure would eat into it more.Built in GPS-which I have yet to put to the test but for one try.  Sadly even on a clear day it did take a long time to connect, but once it did it seemed to track fairly accurately.  Will update with more use.Screen is very bright and a really nice size.  They made great use of the landscape without having to make the watch any bigger really.Reminders for activity-this is nice where it keeps track of your heartrate all the time and provides more short term goals throughout the day rather than just ""did you hit your step goal for the entire day"".Cons:The touchscreen is difficult to wake up by touch.  You can set it to turn on from motion or be 'always on'.  But it takes a pretty solid tap to get it to wake without flipping my wrist over each time.The band-this has to be the WORST design concept in the history of watch bands.  You actually have to tuck the long piece through the claps UNDER the other half of the band (so up against your wrist).  Whomever came up with this idea must have lost a bet or something.  What makes this worse is that while like many other watches out there, you can find a bounty of 'compatible with' bands to choose from.  But almost all of them are of this same stupid design.  It just simply makes NO SENSE to me.Some others have complained about the lack of ability to store more faces, or to stream/store music, but honestly...neither of those are of any significant importance to me so I can't knock the watch for that.  I suppose that I would like to at some point stream my Amazon playlists, but for now it is not an issue.Overall I really like this watch and I was comparing against the Samsung Galaxy Active 2.  By all accounts that I can read and find-that one seems to be a more capable watch, but the battery barely lasts into the 2nd day, and what good is a great watch that you have to keep taking off to charge all the time?"
L. Rice,"First I am extremely impressed with this device. Enough to continue to ware my Apple Watch on one hand and the Fitbit Versa 3 on the other.  Please read the entire review, I explain why. Love the device and I highly recommend as an alternative, or addition to the Apple Watch.Pros:Nice screen sizeProvides more Health related data than my current Apple Watch Series 4.  For the series 6 this may not be true.Very well made, looks and feels great when properly adjusted to your wrist. (See Cons)True 6 day Battery life! (depending on use and activity level of course)Monitors your Heart rate constantly and oxygen saturation while sleepingMonitors your sleep - Lets yo see how long you were in each stage of sleepMotivates you with reminders so help you create healthier habits Like getting up and moving frequently and drinking more waterThe app provides great information for your daily activity such as Steps during the day, how many floors you traveled. Miles you walked in the day and how many calories you burned during the day.Love the screen that breaks down your cardio zone minutes.Will provide notifications to you from other apps on your phone.You can also use this watch to connect with Alexa and give voice commands to control any Alexa controlled devices thought the watch to the Fitbit Versa 3You can move the pairing of the fit bit from one device to another without loosing any collected data and without having to reset the watch!Easily connects to phone Via BluetoothThis Fitbit provides so much information if you are serious about being more healthy using this to track trends in your daily activity will definitely help you to improve.  If it had more functions I would use it to replace my Apple Watch.Very easy to use and get used too.Cons:its not an apple watch :-)You need to pay for an app to install additional watch faces.You do not get all functions when paired with an iPhone, there are additional functions availableYou can not accept phone calls with this device when paired with iPhone. This may be available with other smart phones.The watch band is very similar to the Apple Watch band but is harder to put on and take off with a single hand.  Be sure to use the correct size band, it comes with a regular and large band.  if you use the incorrect one it may pinch or irritate your skin.  Once I put on the large band it was very comfortable.Conclusion:The Pro's  far out weight the cons with me. I will not use this to replace my Apple Watch however I will continue to use both.  I do wish I had a single device that would provide all the functions that the combination of my Apple Watch 4 (I will not upgrade at this time) and this Fitbit Versa 3 provide.  The price for what you are getting is not bad but still may be a bit much for the average person.  If you are serious about your health and really would like a great device that will provide you with additional information that an Apple Watch will not, I highly recommend this device."
Bearskate,"(Disclaimer, this is my first fitbit device)The major problems I have been having (in a nutshell) are with the battery and the apps.I've only had this watch for 2 days and only used it for 1. When I received the device I followed the instructions inside the box for set up/charging. I plugged the watch in to the charger and let it charge while I set up the device. Once the watch was at 100% battery I removed it from the charger and within the first few minutes it went from 100% down to 98%, not a super big deal, but kind of strange considering it's supposed to have 6 days of battery life. This all happened in the evening around 8 pm yesterday. By the next morning the watch was at 70 or 80 something percent and continued to drain rapidly throughout the day (the always-on-display was turned off, btw). So, this watch definitely does not have 6 days of battery life, at least mine doesn't.Secondly, I spent a good deal of time last evening (while the watch was charging) setting up my watch, widgets, and the Fitbit app. The the thing I spent a decent amount of time on was the weather app (again, I am new to the fitbit world, so it took me a little bit to navigate). I spent quite a bit of time trying to set up this weather thing and got it to work, but the very next day (when I was actually using the watch) it stopped working. It kept saying I needed to set up the app, but I already did, and I double checked multiple times to make sure that my cities were set up and in the order that I wanted them in. I double checked my settings/permissions, my location, watched two or three YouTube videos, turned the watch off and on again, etc, and it still is not working.The watch also counted steps while I was driving (so not super accurate), and counted normal steps as flights of stairs sometimes (it said I climbed 10+ in a few hours and I only climbed maybe 4 or 5?). To be fair, I was wearing heels so maybe that had something to do with it?In any case, this device is not worth all the hype. I probably just should've bought a Samsung watch or something instead. I will continue to use the device since I bought it, but I'm probably not going to be singing its praises anytime soon. I am still willing to give it a chance and hoping the issues will get worked out, but as I stand right now I would not recommend this device to anyone."
Bearskate,"Love everything about it, except the “sensor” side button. It’s hit or miss or miss or miss or hit. I preferred the actual button on the versa 2. The app is fantastic, From the get-go I check it just about daily … since 2019 ?? I like getting a new because I do wear them out.  Still a big fan !"
Frederick Baudrau,"I use this not just to track exercise and daily steps it sleep, menstrual cycle (it is VERY accurate!), water intake. And meals. I’ve learned a lot about my sleep patterns and I’ve been motivated to work harder to hit those goals. I also love that it shows texts so I can easily see if it’s something I need to interrupt what I’m working on to check on. I’ve worn this everyday for well over a year and use the same band. While it is starting to show wear on the band it isn’t noticeable unless you really look at it in the light. Not something just anyone would notice. I do keep a screen protector on it. The one I use is just some cheapo but it does the job and the screen is in perfect like new condition regardless of how often I bump into counter and desk edges and doorways (maybe I’m a little clumsy). I have gotten it wet with no issues. I believe it can be worn while swimming but I haven’t tried it myself."
Kindle Customer,"This is a replacement for my first Versa 3. It was used hard. The only time it left my wrist was when it was charging. It experienced serious adversity and in the end, it was the processor that died...two months after the warranty expired. The Versa 4 costs more and lost features. I'll get a newer model when this one dies."
Christine,"This was an upgrade for me - and I am so disappointed with the sleep tracking feature.  I've noticed inaccuracies on the sleep tracking feature, but this morning took the cake.  I woke up around 830, fixed a cup of coffee, got dressed, made my bed, did a load of laundry, dialed in to listen to my Sunday morning church service, fixed breakfast all before 1030 and the sleep tracking feature says I never woke up until 1041.  Also, I go upstairs to visit my daughter several times a week and 5 out of 7 trips up and down the steps are not recognized on the floors feature - but a walk to the mailbox is counts as a ""floor"" - so now i wonder how many other features are faulty - not a happy camper"
Kandice Sulser,Love the bands and everything about my fitbit.
Deandra V.,I've gotten used to using my fitbit during daily exercise and to track my sleep. The 4 stars is because there is no button! It's been replaced by a hit or miss system of tapping or covering a slot. which is frustrating!
tanecl (xbox tag),"From the very start of my husband purchasing this Fitbit Smart watch/fitness tracker from Amazon, for my birthday (he ended up giving it to me early) I've  had problems with the molded band.  After a week or so I noticed a rash developing under the band, all the way around my wrist.  I tried putting tissue under the band, etc to keep the band from coming into contact with my skin.  After a week of frustration with this method, not working, I realized I might be allergic to the band.  So I started looking for a hypoallergenic band.  I found a pretty faux pink leather band and ordered it, also from Amazon.  My husband put the new band on.  At first, it seemed to take care of my skin issue but within 30 minutes one side of the band fell out of the holder.  My husband tried and tried to reattach the band without success.  I now decided I needed to go to another big box store and purchase a leather band, thinking the pink faux band was inferior.  Within 30 minutes of the store staff member installing it for me.  This one fell off, too; became unattached.  I return to the store right away and the clerk told me that my particular fitbit smartwatch/tracker was of inferior quality and that I should return it to my original store of purchase.Note:  I have been wearing one style or another of Fitbit smartwatch/tracking devices, since 2014.  I have always used with the original composite bands and Never had an issue before this time.  My husband also wears a Fitbit product because Fitbit always stands behind their product.  I'm extremely frustrated, that because I bought this product in late August, Amazon will not replace it.  If I had purchased it now they would replace an inferior product up to and including January 31, 2023.  We will never purchase from this vendor again in the future, as they won't stand behind their product.  We still believe that Fitbit makes a superior product, over the competing brands.  I'm extremely disappointed!!"
elijah chavarria,"Good watch, the only thing I don't like is I have to charge it like every week.  It is a great fitness watch and recommend to anyone."
Johnnym,My wife uses for work all day. Battery lasts three to five days of full charge.
Al Tone,I DISLIKE the button to turn it off/on.It doesn’t work properly
Al Tone,Can see it in daylight
B,I don’t think the Versa 3 is as user friendly as the earlier versions.
L. Rice,"I had an older model Fitbit watch and, frankly, it was pretty plain and boring! Although it looked nice on my wrist with the metal band, the display characters were too small to read well, I couldn’t see anything in the sunlight and the available apps were few. The Versa 3 changed all of that for me! It was easy to set up and configure. I can easily read most any display that is available (and there are a lot!) – in sunlight, under clouds, at night in the dark, under any conditions! Although I didn’t think I was going to take advantage of the many fitness apps and features the tracker has to offer, that has turned out to be the biggest reason I like the watch/tracker! It has proven to be very accurate when compared to my iPhone walking app! Distance, pace, elapsed time, steps all compare accurately. And it even monitors the number of hours I actually sleep at night (how does it know!?) and at what levels of sleep; all very accurate. It also gives me a snapshot of my heart performance (BPM, irregular heart rate/rhythms). The only downside is the GPS loses connectivity when I walk under a steel/concrete bridge! That doesn’t happen with my iPhone! I like the instant text messaging from my iPhone, too. I don’t have to find my iPhone when I get a text to read it; it pops up on my watch! The flexibility of changing watch faces and behaviors is great, too! There are also a lot of ‘add-ons’ I’m able to take advantage of too (protective face covers, a variety of bands/materials, charger options). This has really proven to add value to many aspects of my daily activities; and helped me to better manage my health! Never thought I’d find a ‘watch/tracker’ so valuable!"
Bilbo Maggins,"Very light weight and did everything I wanted. Because I have an iPhone, some of the features do not work with iPhones (quick response to text, Alexa and google asst). Another thing that bothered me quite a bit was that the side button (which is not a button) does not respond very well. Most times I had to use quite a bit of force with my squeeze to get the button to work and this was very annoying. But overall, it was a nice watch. I wish versa 3 had an actual button like versa 4. And if you are wondering why I chose versa 3 instead then do some YouTube reviews on these two items. There are missing features on the versa 4 that versa 3 had."
Dan M,I like everything except not crazy about the band but trying to get used to it.
Kikaboo!,In love with my fit bit
K. Mundhenk,I dislike that I have to always connect to my phone and I can’t answer my phone with it and I love that I can track my steps and food intake
elf,A great watch. No major complaints.
Sissy,Good choice of apps (free). Standalone Wifi is missing for Wi-Fi calling
