Reviewer Name,Reviews
RobertW,"More than a watch, it is an essential addition to your health.  The screen is so readable and bright.  Such crisp definition.  Connects easily with sensors.  I had to google some of the more advanced functions.  If only it could make coffee."
Pik K.,"I previously had a Forerunner 645 and It broke. I love this watch so much more. It is touch screen but it doesn’t interfere with anything. Perfect watch for hiking, weight lifting, running, walking."
Bill Marsh,"Ok, so first things first. Ive had 3 different Garmins over the years from the Forerunner 405 to the Fenix 5s Sapphire. I'm an athlete, but want both components of a smart watch and a fitness watch.I switched to an Apple Watch 7 last year as like most people, Apple is now in the blood. However, I've never been completely satisfied the fitness components of the apple watch. But, Its amazing for ease of use and smart watch functionality.So, I thought Id give the Venu 2 a chance. VERY disappointed.  Its almost like Garmin havent given any thought to what smart watch users need, regardless of fitness requirements. Menu navigation is very cumbersome, screen functionality is labored.Returning the Venu, which I am very disappointed in having to do."
Darcy,"I love my watch BUT the instruction booklet wasn't great so I didn't know you had to download a separate app to get different watch faces, or exactly how the workouts work (the app has A LOT of features and is not intuitively organized). The step tracking seems accurate BUT the mileage my watch says I've done based on steps is pretty inaccurate. GPS calibration didn't work well and I've had the thing for more than a month and just found there's a custom stride length you can input which still needs some dialing in but the mileage is getting closer. This involves a lot of playing with it and trial and error. I wouldn't say it's out of the box ready unless you're familiar with Garmin devices, but it is an excellent watch with lots of tools that you can choose to include or not."
Keith Allen,I bought this for my son as a gift and he totally loves it. He is an avid gym goer and uses it every single day.
Grace,"This is the 4th ""Smart"" watch for me . All pretty much have the same flaw , they may do one thing well but they are all very inaccurate .  I caught myself fixating on ""measured ""parameters . I was a heart rate junkie , SO2 junkie , a rem junkie and so on. I understand trying to achieve health goals and the watches may help but only in the sense they are toys and only as smart as the user .  All watches warn against basing anything on the data they measure . About the only thing I liked was changing faces and the ""Dick Tracey"" novelty. I submit a new name .  ""Toy Watches"""
Victor Organa,"This is a high end smart watch with all the bells and whistles.  Skiing, golf and workouts are features I use often on this watch.  Very accurate in all aspects.  Sometimes I feel like the sleep tracking is off but who knows.  The battery will last for days when not using GPS.  Will last almost a full day in nonstop GPS.  This is by far the best smart watch I have owned. Outclasses the apple, samsung and fitbit models in and above this price point.  No brainer."
Stoney,"I had a Samsung Watch 4 classic.  The screen is great.  The features are great, but when battery life is ~26 hours for basic features, and it takes more than an hour to charge, i'm waiting for my watch every day.My replacement is this Venu 2.  The screen is just as good, and battery life is about 5 days.  If I charge the watch when getting ready for work in the morning, the battery never runs out. I don't wear my Samsung watch anymore.One feature that Garmin should add is an FDA approved heart monitor.  With that feature, the Samsung watch would never sell."
aegentry712,Pros:- Battery last at least a week with normal use; charges really fast (main reason I chose Garmin watch over others)- Lots of data tracking- Comfortable to wear all day and during sleep- Customizable watch faces from the Connect IQ app- Can receive text/email messages from android phoneCons:- Doesn't come with a wall outlet charging adapter (have to use one from another watch or phone)- Occasional syncing issues; seemed to happen after installing the Connect IQ app; they should just integrate the Connect app and Connect IQ app together- Doesn't let you enter body fat %; relies on BMI for fitness age- Doesn't sync with common cardio equipment so it doesn't automatically track distance/speed/etc- Floors climbed tracking isn't accurate
KSS133,"I love the ease of use, comfort and versatility of this watch. It also give’s recommendations on how to improve your sleep etc. tracks routes, don’t need phone when downloaded Spotify songs to watch. You can listen offline and without the need of your phone."
Alyssa,"I’ve purchased and used 3 fitbit watches and an Apple Watch - all primarily for tracking daily steps.Fitbit?  The display is consistently a piece of crap.  When I went out in the sun, I simply couldn’t read it at all.  Aside from that?  Meh.Apple Watch for tracking distance?  It has way to much unnecessary and “un-watch” oriented junk on it.Multipurpose works in many scenarios - but an Apple Watch is like a blender combined with a tv set, combined with a toothbrush - or something.Amyway, this Garmin watch is super fantastically amazing.  It’s easy to read, has GPS for tracking my routes, syncs really quickly, and has a bunch of features exclusively focussed on health.Get it!"
Inez Gomez,"There are several things I like about this watch, but ultimately I've been disappointed.The sleep tracking is pretty good.  I also like the HRV measuring and stress monitoring.Having said that, the battery life is truly awful, and I'm not even streaming music or some of the other thing that drain the battery.  A full charge lasts maybe 2 days.Secondly, the Garmin proprietary charging cord is a deal breaker.  It ought to be USB C or at least micro USB so that when it does run out of battery and I'm at the office or in the road I can use some sort of USB cable to recharge it.  Instead I have to buy separate Garmin cables for work or travel.Also, the Garmin charging cable is genuinely awful.  It has trouble staying attached to the watch.  Any slight movement or misalignment and the charging cord comes unplugged from the watch.  Plenty of times I have picked my watch back up from charging only to find it had slightly dislodged from the connector, so it was still not charged.Also, the Garmin app ecosystem is pretty terrible.  Much worse than I expected.Finally, the watch face has gotten scratched easily during normal daily activities.  I'm not talking about taking it rock climbing and it got scratched.  I'm talking about wearing it around the house and ar work and somehow there are two big scratches on the face.In short, if the charging cable was USB C and actually stayed attached to the watch while charging, and if I could get batter life something like a week, or close to it, I would have a much higher opinion of this watch.  A better app ecosystem would also help tremendously."
Jess Jennings,I had a Fitbit Versa 2. I liked it. Was planning on waiting for the Pixel Watch but I saw this on sale for Prime day. Not disappointed at all. Works like a smart watch and has all the benefits of a Garmin fitness unit. No regrets. The only thing I did not like was the band material. The silicone band beat the crap out of my wrist. Bought some different material bands and it's how healing.
Kelly Acton,Excelent
Nema,"Venu 2 is a really decent sports watch with not great but reasonable smart watch features. Music, notifications, quick text reply, all work quite well on Venu 2 but no speakers and mic is kinda a bummer given the price tag.Garmin has one of the very best biometrics tracking algorithms so no real complaints there. Sleep scores and body battery features seem accurate as I do feel more tired after a bad night sleep and that reflects on the sleep score and body battery recharge.The screen is gorgeous and the touch control is perfect, but gorilla glass is definitely not as scratch resistant as sapphire.  I waited a while before purchasing because I was hoping Garmin would launch a sapphire version.  Battery life is decent.  I get 4 days out of it with adaptive brightness, all day heart rate, sleep tracking, total of ~2 hours of GPS tracking exercises, and total of 3 to 5 hours of indoor exercises like weight lifting or basketball. And when I recharge there usually is abt 20% battery left.  This of course is not as good as coros watches but to me it's totally acceptable.The Garmin connect app is OK but can definitely use some tweaks.  For example I found it really confusing to have 2 different ""user setting"" tabs. One is for gender, age, height, weight etc, the other has the same stuffs with extras like hydration targets, daily activity levels, weather locations, first day of the week... Why can't these all be under one ""user setting"" tab?Nonetheless, I think it's a damn good watch and I truely enjoy using it."
Bob,"Tracks my cycling well.Tracks sleep ok but no accommodation for naps, which complete my irregular sleep cycle. Fitbit would include napping if an hour or more.Several unnecessary and silly calculations but you can hide them if you like. Body battery?... It's strong, looks great, good weight.Watch faces are excellent and programmability of many of them is superior, allowing customization of every facet.It responds to wrist wake up 10 time better than Fitbit.Also wakes with quick double tap on screen.Syncing with app has never failed, 15 seconds. One of the main reasons I left the Fitbit behind."
John Zurbriggen,"First of all, this watch weighs nothing. I've had 2 Samsung watches. A TicWatch. A Fossil Smartwatch. Each of them easily weighed 3 times what this Venu 2 weighs.That is a little counterintuitive, given the fact that this battery blows all those other watches away. I'm 2 weeks owning this watch. And I'm still at 55% battery power after only two charges since I received this watch. This watch DOES NOT DRAIN the battery. And let's face it, the first week of any new gadget, and we're all playing, testing, experimenting and generally wearing down the battery. Not this one. I don't know where they store the power in this lightweight watch.I'm still learning the quirks. Like the sleep app tells me I had poor sleep, after it tells me I slept 9+ hours. 🤣Anyway, love this watch. The battery is the best I've ever had. The app is intuitive and engaging. The watch faces available can provide a LOT of info. And I love the pulse-ox feature."
John Zurbriggen,"Not for old people, complicated setup, good quality but not smart as I expected"
Grace,I purchased the Venu as a replacement for my second failed Fitbit Sense and a couple of failed Charges. Two Senses in a row failed in the pool but supposedly waterproof.  Last one just days after 1 year warranty.  Just could not handle any longer their poor quality.  The Venu has all the features of the sense but is truly waterproof and has a few more features not considered premium.  The app is nice and on par with Fitbit. I am a little frustrated with the Venu’s band as the strap end comes loose from the slide holder at times but overall happy with the watch.
Victor Organa,"I got a venu 2. Display, battery life, and connect app are pretty awesome. Bought it to track runs and eventually swims. I personally believe calorie counts are off. I think the watch claims you're burning more calories than you really are. The straps are my least favorite part. I find it uncomfortable especially to sleep with so im not sure how sleep tracking is, did it once. Good news is there's a bunch of different straps you can replace the ones that come with the watch."
BarrySaukee,I have always used the Apple Watch. My wife bought me the Garmin! I absolutely love it. The battery life is unbelievable.
misty denman,"Does nearly everything the Apple Watch does but has a 9-10 day battery life. Looks like a nice watch too, not a small tablet. Far superior sleep and HR tracking than Fitbit. Would like more granular notifications control."
christofer kubetin,"This watch has a big, beautiful display. It is full featured and everything seems to work. The documentation is a little sparse, but covers everything. I am pleased with the watch."
Felipe Albiero,"The screen isn't bright enough to read in bright sunlight with polarized sunglasses. The device works really well, otherwise.  All I want are health functions, swimming, walking and golf. If I can't read the screen in bright sunlight with polarized sunglasses I can't use it."
Zhen L.,"I love garmin watches and have used them for years. This one is visually a pretty nice improvement over my previous Fenix. Its slim, clean, not clunky. The touchscreen works well usually, except when i'm cycling.  The feature set is great on the phone.  Its kind of everything you'd expect from garmin except a few things. The sleep tracking and body battery and stress are great features.Cons1) the battery life is atrocious.  I get about 3 days. I switched watch faces several times to try to rule out it was a watch face problem.2) SP02 monitoring, you can only turn this on, off, or during sleep. You should be able to add this during workouts.3) The workout animation screens seemed novel, I like that you can add your workouts in there.  Some of them even have video for people who need help with form. But you can only add exerizes that they predefined, so if they don't have it or you use a different name you can't add it. They don't even have a good master list of exercises. How hard is it to make a webpage walking people through doing this.4) sleep tracking is kind of outstanding except it always thinks I go to bed about an hour later than I do.5) The SDK seems lame and only related to building watch faces and not apps. If you look at an apple watch they have a great sdk where people build a ton of nice apps. The 3'rd party support for garmin is non existent except for a few people who make watch faces.If the battery life was 7 days I'd love this watch. But with it being charged constantly I'd almost rather have a apple watch at least they have some cool apps you can use."
Zhen L.,"It does everything it says it would. My only complaint is that it disconnects from my phone too often. You'll notice it too when you go on the Garmin Connect app and see that nothing has synced. I've seen it take an hour to finally sync. Nothing ""turning off/on"" Bluetooth won't fix but still a bit annoying."
John Brian Moran,"Depending on what you're looking for on a Garmin, this is your best bet. I have a Forerunner 955 and Epix 2, believe it or not, I'm happier with the Venu 2. Epix is too big and face watch too messy, Forerunner 955 has lots of downsides, including screen. Venu doesn't have all the fitness tracking but for the price, it's the very best you can get, also thar circular watch face is fire. I wish my Epix 2 had it"
KD Matt,Pros - Great watch for tracking fitness and workouts even has a blood oxygen checker. 14 day battery life.Cons - hard to change watch faces. Not user friendly with anything non-garmin.
Nicolas Jullian Urenda,"Bought this watch while it is on sale to replace my 3 years old Vivoactive 3 which battery life seems to be shorter as I need to charge every 2 to 3 days.Pros:- Gorgeous & Vibrant color OLED display and good size watch with excellent real estate and easy to read compare to washed Vivoactive 3 screen.Cons:° Doesn't work right out of the box.  Have to contact Garmin support / forum multiple time and jump through hoops for connection issue through the Mobile Connect app and for the new glance UI where Hydration notification doesn't work.° Battery life is kinda short as I expected it lasts at least a week between charge:- Lasted only 4 days (lost 25% charge / day) with non-running in background 3rd party watch face Crystal. - Only worn12H max day time, no phone / Bluetooth notifications, medium contrast, no gps and any exercising activities other than step counts, time, move reminder.- Display is set to always on but only shows HH:MM and date most of the time.  In contrast, Vivoactive shows all metrics, HH:MM:SS, date, battery life, step counts, distance and with hydration notification.° Curved display, therefore impossible to find a glass screen protection.° USB cable for Vivoactive 3 plugs into Venu 2 won't be recognized in Garmin Express.° Removing / uninstalling widgets from Mobile Connect app and it automatically puts them back in.  Try a few days later and it works out of the blue.For all the cons I experience, I decide to return it."
Michael D,"Got this smartwatch on behalf of a colleague. He has been wearing it for 02 days now and given his IT work, is familiar with tech and value tech items. For the price, this smartwatch is worth it because it is stylish without being too heavy or bulky. Wearing wise, according to him, can hardly notice there is a watch on your wrist but it is felt as barely there (so plus points for lightness). Features wise (he had an Apple Watch) and the only reason he switched was because he got tired of the square look while the features, especially the various monitoring apps, are accurate and helpful. Good overall smartwatch for sporty people who prefer stylish looks (since no need to change watch for dinner/formal events). Vinaka vakalevu Garmin (for the quality product) and Amazon and DHL for the very quick delivery to Fiji."
Jake B.,"Buy this watch if you are active and on the fence between this and the apple watch! It is a no brainer if you train and like metrics. The battery last way longer and it is a watch for active people. That being said, the Sleep tracking and stair climbing just doesn't work. I run the same 100 flight of stairs daily and the watch will only record maybe 30% of them. If you want this watch to accurately measure your sleep or your stair climbs you will be disappointed. They should allow the floors climbed to be adjusted in the app so it reflects in your stats. You can modify it in activities on the app, but it doesn't change the count on the watch or your metrics. Yes, I am splitting hairs. Other than that, the watch works great. Did I mention that if you are active that you should buy this over the Apple Watch?"
Grace,"Awesome watch to keep track of your daily health & more! Heart, sleep, OX, steps, calories & so on. I would absolutely recommend this watch to everyone & hopefully there’s more good & useful updates to come alone!"
Victor Organa,Beautiful watch with nice large watch face. Easy to pair with Garmin Connect app on apple phone. The Garmin IQ app let’s you choose from thousands of watches. The best thing about Garmin is their customer service. They are very responsive and are easy to get an actual person to speak to.
MOMTO3,"1st, the 2 different listed sizes 27.9 mm and 33 mm do not correspond to any apparent physical dimension of the watch. They are perhaps the display size measured by the active pixels, but due to the black on black glass and background it's nigh impossible to identify where the actual display ends.2nd - the size display selections do not function correctly. I purchased a slate/black combo with a size of 27.9 - wanting the Venu 2 S model, however the title of the listing did not change upon my selection of the smaller size (only noticed this after I received the watch and rechecked the Amazon listing), and I therefor purchased the larger Venu 2. Another combo listed as Venu 2 S will show a size selection of 33 mm FYI (light gold/tan).My confusion about the large size of the watch led to my pulling out my digital caliper to see what size the watch really was, and noticing no measurable dimension was either 27.9 mm or 33 mm. To know the actual size of this watch , not the item dimensions listed - the total diameter of the water is either 1.8 inches, or 1.6 inches. which conveniently does not match the metric sizing in the listing selection, and which are also reversed (larger/smaller) from the  description sizing.3rd the language on the watch was set to spanish when I turned it on. For over a decade the standard 1st use of an electronic device is to be prompted for language selection in the initial  set-up, so was I also shipped a used watch?This was a terrible purchase experience. Have fun playing roulette with your purchase."
John Whitford,Has been easy to use and stays charged for a long time.
Catnap,"I switched from Fitbit sense to this and it’s been such an upgrade. I love the UI and app, as well as the fitness features. Not to mention it also looks great and offers a lot of customization. While the sq offers basically everything that this does, you can’t see it on the watch itself. This solves that issue, but I can’t imagine that being worth the price increase to most users. That being said, it’s still excellent, even if it doesn’t do much beyond the much cheaper SQs"
Herb Moses,I use the GPS for MTB. There are better features on more expensive watch but I can accept limitations at this price point.  Watch works well
Terry Hanson,"Short summary: It works and looks decent. Sleek and simple design, now crazy features or buttons. Very decent.The band could be wider for my personal preferrence.Payment works flawlessly.Synchronization with Samsung S21 Ultra without any issues!Battery life won't probably reach the 7-10 days. This is data from my first charge: 4 days, mediocre activity, a few workouts >>> 34 %. Still this is VERY GOOD compared to Samsung or Apple!!! Even my Fitbit didn't last that long.I am overall happy with the purchase."
Danny Hurtado,"I've been a fan of Garmin wearables for quite some time. I've relied on the Forerunner line for fitness tracking and outdoor adventures. My FR945 is great for those, but is a little thin on lifestyle features. The Venu 2 bridges that gap. I can see anything I need to get through the day without the need to open the Connect app on my phone. The touchscreen is bright and responsive. Navigation is intuitive and smooth. I did not feel that the mic/speaker on the Venu 2 Plus would be features that I would use, so I opted for the regular Venu 2 at $100 less. It does not have the navigation capability of my 945, but it is perfect for daily wear, the gym, and local hikes."
Bruno B.,"Holds a batery for about 3 days, looks great. Wont wireless charge."
