Reviewer Name,Reviews
Amy Rether,"Waited 10 months give my review..This thing holds up!I am a mechanic and have beat this thing up..Carburetor and brake cleaners were destroying my Fitbits and I thought I would try this out.I did buy a screen protector to keep the screen safe and definitely glad I did. The watch still looks nearly new still after all my abuse.  The tracking of my stats and the app are great. I just wish they would offer ecg in the USA.Notifications and the ability to answer and make phone calls on this, definitely help when my phone is in my pocket.  The faces available are nice and I found an app that has even more, than Amazfit offers.  I have the amazfit scale, which syncs with this watch and have trying to get my wife to switch over to this brand.  Still can't believe the battery lasts a week or more for me and charges fast too.."
Hossein Hashemi,"Nice smart watch. Especially for the price. First of all, Battery life is GREAT, I get about a week of battery life before charging at about 20% that is monitoring heart rate, oxygen level, steps and sleep. Is comfortable and light enough that you forget your wearing it. I have the brightness set to auto and that works great for me. There are alot of permissions to go through when you first set it up and go through them slowly to make sure caller ID and stuff work properly. Lol. I made that mistake at first as I was excited to have the watch. Screen is surprisingly sturdy and has taken quite a beating with no scratches at all.only  only downside is that it doesn't have a Google pay type app. But I knew this before I bought it. I Love to snorkel and swim and it tracks swimming exercise very well and handles being in the water for hours at a time with no issues."
Jorge Muñoz,"Love the battery life, working great, time will tell how long it will last"
SactoBob,"The Pros of what I like is that I can make phone calls on the watch without using my phone, It has a different look, There are accessories  available from other vendors to give you a different look and to protect the phone, also the length of the battery life.The Cons is that there really is no customer service for help or questions. There's a toll free number and when called it directs you to either a vm ot to send an email. To this date its been about two weeks still waiting for a response. If you send them more than one email they are the experts in avoiding to answer any questions at all. Also this Zenn app has a problem that it will not transfer your contacts the way it needs to be recognized for one to use the watch to dial out. If you have any contact numbers with dashes and parenthesis it will not work with the watch. I had to do extensive research and found the way to do it. Please keep in mind that the so call customer service has still not returned  my emails. Well this will work for Android phones. There is an app on Google play called Contacts. Once you download the app you will see your contacts and it is here that you can edit the contact numbers that the app didn't  do.In closing if I would of known about the lack and concerns I would of not bought the watch, let's see because I still have time to return the watch and all of the accessories.Good Luck"
NUNYA,"In order for me to lose weight, I must eat 500 calories less food than I burn in a day.  Therefore, I must know the actual calorie burn and adjust my food intake accordingly.  Given the fact that my days are not routine (I don't sit in a cube all day, every day) my calorie burn can vary by as much as 2000 calories from one day to the next.  I once worked at a physio lab and had access to clinical tools to measure metabolic rates and I  can make a pretty good guess at what I burn on a lazy day and on a physically demanding day (hauling and spreading dirt all day, for example) after using those tools for over three years on myself.  However, in order to lose the weight in a methodical manner, I can't guess, I have to KNOW what my calorie burn is so I may adjust how many calories I consume.  Unfortunately, this watch does NOT provide that information.  It will tell you how many calories you burn for a given activity like running or lifting weights, but that's it.  I contacted  support and they confirmed this.  As much as I wanted to love this watch (and there is a LOT to love!) the lack of this information is a deal killer for me.  It was the only reason I got this watch and needless to say, I was really disappointed to learn of this weakness.Things I love about this watch:  incredible display.  Bright and beautiful.  The ability to load apps to the watch.  Very comfortable to wear.  Adequate support; only took a couple of days to reply to my email and they actually answered my question, albeit a disappointing reply but at least they told me the truth.  OS is quite intuitive.  Most of the other measurements appear to be more or less accurate.  Step counter is very close to actual although this watch suffers from an issue that pretty much all wrist pedometers exhibit and that is a dramatic undercount when pushing a shopping cart through a grocery store.  Love the weather app.  Many of the functions work well, like playing music and linking your cell phone to it.  The internal speaker sounds about like you'd expect from a watch; tinny and thin but certainly audible.  Not an audiophile experience for sure!  SPO2 is accurate.  Heart rate is accurate, but only if you are relatively inactive.  It is NOT accurate during exercise.  I compared heart rate to my venerable Polar HRM with the chest strap and this watch is way way too high during exertion.  My theoretical max heart rate is 156.  During a spirited walk, this watch claimed my heart rate was 164.  If that was true, I'd need an ambulance!!  My Polar HRM indicated a HR of 124, which is accurate (I stopped and actually counted).  GPS seemed to work fine but I didn't use it much.I ended up with the Fitbit Charge 5 which DOES provide the information I desire even though it has significant weaknesses (like no real apps for it even though it purports to allow for them).Bottom line:  if you are only interested in activities or any of the other measurements it provides, this is a great watch.  However, if you are attempting to lose weight as I am and are tracking your calories in and out, this won't cut it."
Robert Deddo,"I have a few smart watches from Garmin, Samsung, and Amazfit. This one is by far the best looking. The associated app is getting better all the time. I normally use Garmin for my workouts, but I've been using the Amazfit more lately just to try out the features. Garmin is still the best for all around use, but Amazfit is really making some advances. I recommend, and you definitely can't beat the price."
Lex,all is good except text font TOO SMALL and hard to read.
S.D,                    The media could not be loaded.                 Great watch. Looks great and the battery life is about 3 weeks and that's with all monitoring enabled. Having alexa is really nice and making and receiving calls is great. Speaker is small but sounds good.
ted,"These were not very useful for me, so I went back to the Apple watch.It's a hard decision, both have their advantages but ultimately the integration of Amazfit with iOS is not as polished, missed notifications, and calls (even once a week is not ok). some data did not syncif you like the shape, and especially if you don't have iOS, get a regular non-pro versionPRO gives you:- temperature sensor- speaker (calls)- more watch facesbut ACTUALLY: - you get half the battery life - the temperature is not really accessible from the phone, there is no history, it's not precise -- total waste. - Microphone is good, but the speaker is not. there is no sim card, and you need your phone anyway - about the  same amount of useful watch customizationLet's say an extra 30% price bump for the PRO doesn't bother you, but a 100% increase in battery life should convince you to get a non-PRO version of this watch...PS. nitpicking on Amazfit:- alarm integration: phone alarm sound on the watch and the phone, so I have to turn off both of them- data does not sync to and from google fit/apple health apps well- heart rate during exercise and sleep tracking is not super reliable.- watch face selection is ... meh (and by the way, the apple watch has maybe 20 watch faces, which seems to be much smaller, but no, Apple lets you customize)"
TM from Gilbert AZ,Maybe if I was in a coma the battery life would last 21 days.  I’m charging it back up every six days but that good enough for me.
Joanna,"This is a very inconsistent fitness tracker that doesn't do anything well. It looks nice, and has some cool features, but they don't work all that well.Step counting:  Wildly inconsistent. Sometimes I'll walk a few hundred steps and it doesn't count them. Seems to just randomly decide not to work. I wear it correctly on my wrist, swing my arm etc. and nothing.Heart-rate: This randomly spikes out of nowhere when doing activities. Several times on walks I have had it measure 180ish BPM for several minutes. Stopping to take my heartrate manually revealed it was around 100-110, while the watch still read 180. This skews workout results.SPO2 and other sensors: Your have to hold perfectly still for 45 seconds to get a reading. If you move at all it errors.App: The app has no way to manually add data, super disappointing. No way to delete or edit data either if you accidentally start a workout or leave your watch running for a few minutes after a workout.Treadmill: Horrible for treadmill. Severely undercounts distances and steps with a limited adjustment range, and it doesn't adjust your steps. Should be easy enough to have an algorithm to approximate steps based on your stride length or average stride length for your body.Music: The bluetooth connection is horrible with my Pixel Buds. It constantly has noise and drops. Not very useful.Positives: It looks nice and is responsive. Has decent battery life. GPS is fast and accurate.I will probably return this as it is defective."
JTC,"Ok, some of the changeable watch faces are free in the app, but charging for most of them is a bit of a kick in the pants for a $200 watch.  You'd think they could set them all free, or at least allow 3rd party watch faces.  Sure, the faces only cost $2-3 each, and if I can afford a $200 watch, I can certainly afford a few extra dollars for a new face. With that in mind though, if the faces are so cheap, why not provide them for free?Functionality seems good so far.  I'm curious to see how accurate the fitness functions are.  SpO2 is off according to another device I own."
Amy Rether,"The information you can get from this watch is awesome!! The step tracker seems to be much more accurate than older trackers, which would count a step if you moved your arm to fast. The heart rate moniter does a great job and the daily and weekly tracking is nice to check. The sleep tracker is very informative, and pretty accurate, from how much time you were in deep sleep, and even how much, and when you were awake. There is also stress monitering, blood oxygen, and calories burnt. I do not have any apps on it because I do not carry my phone at work, and the watch and app do a great job of syncing once the two are in bluetooth range. The only downside is that there are a lot of neat watch faces to pick from,  , for a price. The one shown in the photo is one of the few free watch faces, the rest have a starting price of $1.99, and up from there."
Darrell Perdue,For the longest time I needed a good wrist watch. I thought a smart watch would be a good thing with all the new technology we have now. There is so many different kinds to chose from. I recommend you look through a lot of them and find just the right one for you. You won't be disappointed.
Darrell Perdue,smartwatch is awesome
BuTeK,"Battery life is killer! Best I have ever had on any smart watch, and I have had many.  Navigation clean and simple.  Features fantastic for the money, nothing else even comes close.  Connection with app and smart phone super easy.  Face crazy bright and clear, wow.  Work out 5 days a week, great tracking and as accurate as any wrist worn product.Very happy with purchase."
Bruce Hutcherson,"I don't use many of the features such as heart rate, oxygen or sleep analysis but the features I use work very well. I use it as a GPS pedometer, text and phone notification, alarm and time. I like that you can adjust the sensitivity to flicking your wrist to turn on the time function, unlike on a previous smartwatch I had from another brand. Why 4 stars? The user manual is terrible. Not only is it difficult to follow some of the illustrations are in Chinese. It reads as if some automatic translation program was used to transcribe it to English and nobody bothered to even proofread it."
Ben,"I have owned many smart watches over last few years and this may be my favorite right now at under $200 when on sale.Best features:Watch face is very sharp and bright. Easy to see outside.Easy to read text messages.Weight is super light. Get a nylon band on it and you won't know it's there.Good selection of watch faces that has been getting larger. 150+Alexa speach controls.Some watch functions can be activated by voice. Unique feature!Super long list of sport tracking activities. 150.Auto start activity tracking on walk, run, bike.Loud watch speaker with good alarm/notifications sound.Nice amount of watch memory storage for music.All smart watch functions work well if phone is connected properly.Sleep and heart rate tracking very good.Internal phone book for out calls is large.Super long battery life.Charges quickly.Fast GPS connection for workouts.Poor features:Step tracking is very inaccurate.  Under counts steps by at least 20% or more.Under counts floors climbed or not at all.Zepp app is not the greatest and must always be running in background for smart watch functions to work. Very important.GPS tracking is also inaccurate. Distance traveled is always short by 10-20%GTR 3 Pro as a smart watch it is one of the best you can buy at under $200. Wait for it to be on sale before you pull the trigger. It's a great value then. Not worth more.Poor accuracy when it comes to steps and floors climbed. GPS distance accuracy also bad.If you want better step/floor accuracy buy a Fitbit or a Garmin. Unfortunately their smart watch functions are not as good and they cost a lot more."
Beckyj221,"Very good product, value for money"
Michael Mayer,"I liked this watch for most of what it seemed to do.  I had no problems setting it up with the phone app and it was entertaining to swap out the varying watch faces although very few of the were customizable.  I'm in a wheel chair and it would have been nice to change the 'step' application to something else on a lot of the faces, ha.  The watch mechanics and programming all seemed great except it never recognizes when I got to sleep but the ergonomics were subpar.  The watchband only fit my wrist using the last hole and I found the band a bit hard. I think I prefer soft silicone.  The sensor array is elevated several millimeters above the back of the watch.  After wearing it a few hours I had some significant wrist discomfort.  It is a big watch and I think the back of the watch should be flush with the sensor array to avoid this.  I have to return it as I cannot wear it for long and I need to monitor my sleep."
Michael Mayer,Sleep tracking graph shows the heart rate and breathing during all the sleeping cycles. You can select alerts for the highest and lowest rates.
Mark,Bough as gift and it's great wish I bought for myself.
klimyflorez,"Battery life definitely over a week and charges in a few hours. So easy to set-up and I'm old and not tech savvy. Easy to read and I can set alarms separately from the alarms on my phone! Love love love. Best smart watch I ever had. Only take it off to charge. It's waterproof! I've had apple, nope this is better. I've had fit bit, nope this is better! And I like the way it looks!"
golfman007,"Was a diehard fitbit user, but their devices never seemed to last much longer than the warranty.  Still getting used to my GTR4 but it's great on first pass: great screen, easy to manipulate controls, good battery life which you can extend by reducing frequency of HR updates.  So far I prefer the FB app, but that may change with increased familiarity.  Will update as I have more experience."
golfman007,"                    The media could not be loaded.                 I can go a week with no charge, I got it manly because I'm on oxygen and the read is almost accurate on here for the O2 sensor, it's off by 2 but knowing that helps me. Some of the features don't work on Android or iPhone like the Temp and EKG reading and Blood pressure and that's why I gave it 4 stars but all around best watch I have had. This watch replaced my Fossil Gen 5"
Saul Nathanson,"I like this watch, everything is great, one good surprise I found is the inducing sleep feature on the app which based on your HR changes IA music to help you fall asleep, once you fall asleep the music stops automatically (the app detects it with the sensors), unfortunately this feature is not free, it's us$39/year with promo discount, if this feature was  $5 or $10 that would be great but otherwise this is a good smartwatch"
JTC,"I was a bit skeptical at first, but the less-than-a-day battery life from my Apple watch became too annoying to continue dealing with.  I haven't reached the end of the battery life yet, since I take it off and charge it every 4 or 5 days simply because I get tired of wearing it.As for features, it has everything I need and more.  I assumed the support, by which I mean available apps, software/firmware updates would be sparse since it's not one of the dominant brands, however it's far exceeded my expectations in those areas.  Amazfit is clearly putting a lot of resources behind their products.Overall this watch has exceeded all of my expectations, and I wouldn't be surprised if this company starts gaining serious ground on Apple, Garmin, etc."
Amy Rether,"Love this watch! For the cost, it’s not bad at all for how much features it has. It’s perfect for how uncomplicated it is. I’m pretty techie but when it comes to watches for work outs, I need something basic. I’d rather spend my energy on the actual work out than having to fiddle with a watch with too many features."
Paul O,"Good build quality, image quality is good. Step function is not close to being dependable, sleep function is useless. It cannot tell the difference between sleeping, napping and being awake. It indicates sleeping when watching TV. Would I but this watch again, probably not at the price that it is now, maybe if less than $100.00."
Paul O,"Long time Fitbit and Samsung Galaxy Active users. I first bought the T-Rex Pro and my wife pined over the 18-20 day battery life I received and excellent app connection. Our Fitbits had so many connectivity issues with our Galaxy phones it was maddening. When we tried the Galaxy watches their battery life was abysmal. We picked up this GTR 3 for my wife and she gets 18-20 day battery life and loves the design and screen. I love the look of my T-Rex Pro but am a bit envious of her screen. It's phenomenal. Anyway our son now also has a T-Rex Pro so we are all in on Amazfit. (And our daughter and he iWatch SE has massive battery envy- she gets @ 18 hours tops, which is just horrible)"
Yoav,"                    The media could not be loaded.                 Muy bueno el reloj, me gustó mucho. Estoy muy satisfecho"
citizenezitic,"Overall a nice watch but yall need some work on your apps, especially the weather app. Every time I check the weather on my watch it has always been off 8 degrees than what it actually is outside. What’s the the point of a weather app if it can’t be accurate. But other than that all in all it’s a nice watch."
Aleksandr,"-Just got this yesterday, so not a longevity review, full stop…Pros:-Beautiful display-Super responsive touch and screen response-After full charge, 24 plus hours off charger still @ 94% charge with most features enabled, an hour of cardio tracking, lift to wake enabled etc etc etc… good battery-comfortable to wear even when slightly tight on the wrist-perfectly ok without the speaker and phone calls featureMinor cons:-missing the lock option when wearing-while screen is beautiful, almost all of the available watch faces are mediocre-there is over 2.3 GB of available storage, by almost no apps, to use that storage(wish there was option to use bt headphones to steam from watch)So really overall this is a beautiful health tracker with some smartwatches features.Just before the sale and purchase the Mobvoi ticwatch pro 3.  I had it for a few days. But it was incredibly laggy, and had nowhere near the stated battery life even when consistently in the essential mode which is supposed to give you up to 45 days. I would lose 3 to 5% over a few hour. While in essential mode. So moving back to amazfit… So far I am 95.9% satisfied with this watch for $50 less than a Mobvoi, and way more comfortable making already tell the battery life is going to be better.👍"
Capt Jim Roach,"Bought this for my son, he loves it and has received a number of compliments on it.  Great functions with great battery life."
michel l nash,"I was a little skeptical about this watch at first, but I'm really glad I got it. The battery has lasted me almost 3 weeks on one charge, setup was easy,  and it does everything I need plus some. Definitely worth it!"
michel l nash,Great watch. Love all it can do.
Kindle Customer,"I am a user of the Amazfit what since the first version which I needed to replace because of a battery issue.  And I bought this watch for my son to use before deciding to by one myself.  So I did my research and decided on the GTR3 as the best replacement.  Unfortunately, this watch being relatively new on the market there were not too many reviews and most of them covered the GPR3 and GPR3 PRO.  I thought that the difference then was only cosmetic...  So I was very disappointed to realize that the GPR3 (not PRO) does not have the internal music storage as the larger GPR3 PRO.  So if you like to listen to music while you run and not carry the phone with you will NOT be able to do it with this watch!  All other sport/health features are as described and really top of the line!"
Mayavrilya,"La app es muy estable, no tiene tantas opciones pero las funciones básicas las hace muy bien."
DMM,"You can't beat the price, and the battery life is excellent. I was getting sick of charging my previous smart watch every day. This one, I plug it in every two weeks.The apps and face store doesn't have much content, but I wasn't interested on that. Actually, some less esoteric faces will be nice. If apps and features are important to you, you may want to look elsewhere. If all you need is steps counting or exercise tracking, sleep tracking, and a few more metrics, this might be the right watch for you."
daniel baran,"La batería depende del uso, y programación del seguimiento de los sensores"
JTC,I have been so impressed with this watch. It can do everything that a really expensive watch can do and then some. I have been really impressed and just love it. Thank you.
Amy Rether,"La duración de la batería es espectacular, la app es muy buena y entrega la información necesaria, fácil de configurar, varias opciones de monitoreo."
Lesley,El reloj a salido muy bien lo unico que no esta el la conexion por wifi
Ted Evans,No trabaja la apliccaion Alexa en Panamá y para ser un serie 3 debió tener llmaadas por Bluetooth ya q el dos si tiene la opción.. por lo demás muy bien
M&E DAD,The sleep tracking doesn't give me a sleep score because I work at night and sleep during the day. It thinks I'm napping excessively. I am suffering from burns where the watch sits on my wrist.
Llegaron en la fecha estimada,"Get this one over the GTR 4. It looks better, bigger and better screen, and all the same stuff as the four but this does not have muscle auto tracking or whatever, which my Jefit workout app does anyways. For 140, this is clearly the best watch choice on the market. You can change your watch face look easy as well!"
Llegaron en la fecha estimada,"Went from a Samsung watch active 2 to this watch it's a huge difference. the battery life wow I went form charging every eight hours to every 10 days so far yep I'm at 10 days and still having a 19% charge left pretty incredible. all the apps work great it has everything I need to use daily with notifications and alarms. workouts are great a huge amount of choices. the measurements so far are pretty accurate. the only compliant I have is the sleep tracking is garbage it worked great the first night but after that works either sometimes or not at all, they have said they are working on a fix so I hoe it will come out soon. Other than that I do not miss my Samsung watch at all and plan to stick with this watch. Also it will work with any 22mm watch band so I have bought a few to change my look here are some links for you.https://www.amazon.com/gp/product/B08NDW32MD/ref=ppx_yo_dt_b_asin_title_o05_s00?ie=UTF8&psc=1https://www.amazon.com/gp/product/B09F6Q1NRD/ref=ppx_yo_dt_b_asin_title_o05_s00?ie=UTF8&psc=1And some great screen protectorshttps://www.amazon.com/gp/product/B09NXGCQ1P/ref=ppx_yo_dt_b_asin_title_o09_s00?ie=UTF8&psc=1https://www.amazon.com/gp/product/B09N6QQ5FQ/ref=ppx_yo_dt_b_asin_title_o05_s01?ie=UTF8&psc=1"
C&A,This watch works well for tracking heart rate and I also find getting messages on my wrist saves time...I would buy again if something happened to this one
Twitchyleg,Finally got this watch up and running except for replying to SMS texting. Contacted support and they said at this time they do not support replies to SMS texting. They did however say they support messages and what's up. Maybe they will have a fix for SMS texting reply in the future. Other wise this is a very good smart watch.
chuck,"I've had a Samsung gear S3 for 6 years, but the battery was going bad and I didn't like the features or price of their Galaxy Watch 4.  After looking and doing my DD I came across the Amazfit GTE 3 Pro.  It tracked y steps perfectly, which the Samsung did to (at twice the price) and also gave me five times more exercises to track, great weather, alarms (I use three daily plus two on weekends) and accurate heart rate.Oh, here's the kicker:  While I got 4 days on te Samsung gear S3, I got 12 days, yes full 12 days battery on the Amazfit.I'll see how this holds up over time and amend my review if I think it's necessary.Great smartwatch, especially for the price."
Stephanie Schiller,Too many pros to mention. But a major flaw IMO is when caught in a rain or taking shower the watch does crazy things such as making a random call. I personally do not take my watch off only for charging. This con is frustrating to me.
LS,"Tras 3 semanas de uso, no he tenido ningún inconveniente, funciona bien y la batería dura de 8 a 10 dias dependiendo del uso."
Frank Schumann,I wanted this primarily to notify me of text messages and phone calls as I have to take them 24/7 for my job.  I also demand long battery life as I can’t be charging every day.It does those things exceptionally well!  Very positive vibration which you can customize so you don’t miss any notifications!  Also VERY good battery!  I use the watch a lot and usually recharge after two weeks when it’s around 50%.  Admittedly I do not have the auto wake up for the screen enabled and I do not keep most of the fitness trackers enabled.  I am very pleased with this compared to the last $40 smart watch piece of junkola I had!
JTC,"I really want to like this watch/fitness tracker but I'm tired of standing for several hours in the kitchen doing all the usual kitchen things and yet it keeps reminding every hour that I've been sitting down for an hour and I should take a walk.  I haven't' done anything but stand at the counter, walk around the kitchen to the fridge, stove, oven and yet it somehow thinks all I've been doing is sitting down.  I think it probably tracks my steps fairly well but hard to tell if it continues to think I'm sitting when I'm doing anything but."
Amy Rether,"I had my eyes on this watch and I wasn’t wrong. It’s so beautiful. The face is big and minimalistically shining. The leather band is so soft I don’t even feel it on my wrist. The watch is fairly responsive, but not as well as my apple watch series 4. The app is easy to use.Feature-wise, I love the sleep tracking. It seems to be on par w my apple watch. The workout counts the calories a bit up I think but that’s alright. The gps is awesome. But I have to return it. Why?I love to have one central place to visualize all my data, be it Apple Health or Google Fit. Unfortunately the Zepp app only syncs active calories to Apple Health, not other workout details. For this reason, my rings don’t close despite finishing way enough workouts. I turn to Android, unpairing the watch from my iphone and use my android tablet instead. I don’t have an android phone and the app is not available for tablets. I have to download the apk from apkmirror. That’s fine. But on Android, while it sends more data to google fit, it syncs HIIT session as “walking”, and doesn’t even give me any heart points. Enough to say the app doesn’t sync well on either platform.Amazfit advertises this as 7-day battery of heavy use. What’s my use? I don’t care about all the notifications so I turn them all off. I don’t even use always on display. I just keep hr monitor every 10 min, stress every 5 min, spo2 off. Essentially just the fitness stuff is on minus spo2. I only use it for indoor workout so no gps. Sleep tracking is on with breath monitoring. This consumes roughly > 30% a day, so 3 days max, not 7 days. I guess one could say if I turn off some more features, it’ll help the battery. Sure. Then why Don’t I just get a regular watch…And the temperature sensor… it constantly gives me 32 degC. Sure it’s influenced by the env. But if it cannot really give body temp, why bother having it at all?So tldr: beautiful watch, seems accurate hr/sleep monitor. Battery is better than many but only half as good as advertised."
Daniel Castrillon,"It does not allow for phone calls answering and calling on a Samsung 10. Otherwise, a nice watch that I wear all the time."
Isaac Rodriguez,I have gone through several Fitbits over the years and they always seem to break right after the warranty expired.  This watch is easy to use and has just enough smartwatch features to get by.  Battery life is amazing.  I am getting almost 7 full days!  The only downside I have found is the sleep tracking is sub-par.  It rarely recognizes or measures sleep like Fitbit.  I just purchased their scale and it syncs to the app easily and is also a great buy.  Very satisfied with this purchase.
Leonardo Molano,Was looking for a replacement for my Apple Watch and so glad I found this one! What a great watch. Love the size. The info available is amazing and the app is easy to use. Battery life is unbelievable. I have had it 6 weeks and charged it twice! Love this watch!!
Janet Rethmann,"Es mucho mejor que otros relojes smart que he comprado como fossil o el mismo Apple Watch. Realmente su mejor característica es la batería, en su rendimiento normal con monitoreo y demás realmente cumple su promesa de batería, me ha durado semanas. Es bastante preciso en sus mediciones y muy lindo estéticamente, se confunde mucho con el diseño del huawei. Excelente reloj."
Alfredo,"Update: Despite initial positive impressions, after just under 2 months and now am having issues. Same workout that was giving me 7500-8500 steps, now only gives me 3500 steps, and starting to get wonky heart rate readings as well. Reached out to customer service, will update once they reply. Dissapointed at the moment. Initial impression of the Amazfit GTR 3 is pretty positive. Lots of great features, good battery life, nice clear display and intuitive functions etc. Only complaint so far is the sleep tracking does not seem great. Does not seem to recognize awake times during the night. There have been days when I know I had significant awake times during the night and it shows zero awake time. Not a huge issue, but would be nice if it tracked correctly."
